human_protein,rank,yeast_protein,similarity_score
Q14562,1,P25694,0.9428442
Q14562,2,P13393,0.9338438
Q14562,3,P53742,0.93280125
Q14562,4,P47047,0.9324593
Q14562,5,P41819,0.9315114
Q14562,6,P32481,0.92896473
Q14562,7,Q03195,0.9286131
Q14562,8,P23594,0.92847675
Q14562,9,Q01939,0.9270318
Q14562,10,P33322,0.92387277
Q14562,11,P53131,0.9238267
Q14562,12,P33298,0.92380524
Q14562,13,P52917,0.923617
Q14562,14,P26793,0.9233887
Q14562,15,P40991,0.92300767
Q14562,16,P23595,0.92158496
Q14562,17,P33299,0.92076826
Q14562,18,Q00578,0.9201861
Q14562,19,P24784,0.91914237
Q14562,20,P39730,0.91869366
Q9H9Y6,1,P22138,0.98841274
Q9H9Y6,2,P22276,0.96306247
Q9H9Y6,3,P04051,0.96204394
Q9H9Y6,4,P06839,0.9576109
Q9H9Y6,5,P23337,0.95032066
Q9H9Y6,6,P10964,0.94958776
Q9H9Y6,7,Q08162,0.9480792
Q9H9Y6,8,Q06567,0.94752955
Q9H9Y6,9,P53893,0.94712853
Q9H9Y6,10,P08518,0.94699144
Q9H9Y6,11,P27472,0.9468867
Q9H9Y6,12,P26637,0.9425228
Q9H9Y6,13,Q12463,0.94234645
Q9H9Y6,14,P38132,0.9422427
Q9H9Y6,15,P17255,0.9415994
Q9H9Y6,16,P15436,0.94152814
Q9H9Y6,17,P40970,0.9403334
Q9H9Y6,18,P53327,0.9391566
Q9H9Y6,19,P08425,0.9389166
Q9H9Y6,20,P29704,0.9372928
P49588,1,P40825,0.967347
P49588,2,P32327,0.96407205
P49588,3,P11154,0.9625455
P49588,4,P54113,0.95997566
P49588,5,P04801,0.95867926
P49588,6,P49090,0.95622456
P49588,7,P25039,0.95618427
P49588,8,P07245,0.9552052
P49588,9,P52489,0.9544516
P49588,10,P38219,0.95441586
P49588,11,P28273,0.9538309
P49588,12,P09440,0.9535728
P49588,13,P38009,0.9526148
P49588,14,P07259,0.9512539
P49588,15,P38627,0.9509618
P49588,16,P00549,0.95072585
P49588,17,P21672,0.95035005
P49588,18,P49089,0.94894534
P49588,19,P09201,0.94867134
P49588,20,P21524,0.9485942
P35573,1,Q06625,0.9888278
P35573,2,P32874,0.9733439
P35573,3,Q00955,0.9730265
P35573,4,P21951,0.9712302
P35573,5,P40559,0.96938425
P35573,6,P53010,0.9691693
P35573,7,P14284,0.9669916
P35573,8,P53008,0.96645325
P35573,9,Q08387,0.96624124
P35573,10,P15801,0.9654357
P35573,11,P22543,0.96532637
P35573,12,P38888,0.96503717
P35573,13,P22147,0.9641576
P35573,14,P38274,0.9629501
P35573,15,P32383,0.9625544
P35573,16,P53128,0.96212316
P35573,17,P33202,0.96201825
P35573,18,P50101,0.96152735
P35573,19,P06103,0.96089476
P35573,20,P32477,0.9593174
P28370,1,Q08773,0.9690557
P28370,2,P47047,0.965974
P28370,3,P32597,0.9650704
P28370,4,P31244,0.96023554
P28370,5,P20448,0.95877737
P28370,6,P38144,0.95795345
P28370,7,Q03330,0.95727223
P28370,8,P30665,0.9564599
P28370,9,Q00578,0.9560568
P28370,10,P38132,0.9553647
P28370,11,P23287,0.9542729
P28370,12,P29469,0.9512915
P28370,13,P53091,0.9505858
P28370,14,P33299,0.9497551
P28370,15,P21576,0.94953954
P28370,16,P53145,0.94894594
P28370,17,Q02892,0.9484446
P28370,18,Q08649,0.9478709
P28370,19,P14747,0.94780207
P28370,20,P24384,0.9470631
O75533,1,P49955,0.94556254
O75533,2,P38764,0.93249154
O75533,3,P41810,0.9323865
O75533,4,P32597,0.93202895
O75533,5,P24583,0.9298906
O75533,6,Q08773,0.9244454
O75533,7,P32829,0.9243277
O75533,8,P53622,0.92421865
O75533,9,P38630,0.922925
O75533,10,P38144,0.921955
O75533,11,P53091,0.9216395
O75533,12,P04050,0.9215751
O75533,13,P53313,0.92154205
O75533,14,P22082,0.92113763
O75533,15,Q00578,0.92038405
O75533,16,P41811,0.92025816
O75533,17,Q00684,0.9199402
O75533,18,P30665,0.9198063
O75533,19,Q04673,0.9193348
O75533,20,P39940,0.9186123
Q9P2J5,1,P47047,0.9593814
Q9P2J5,2,P53893,0.9571211
Q9P2J5,3,P18759,0.956558
Q9P2J5,4,P06839,0.95649976
Q9P2J5,5,Q06817,0.9539844
Q9P2J5,6,P36421,0.9533825
Q9P2J5,7,Q05506,0.95260894
Q9P2J5,8,P23337,0.9525778
Q9P2J5,9,P38088,0.95212555
Q9P2J5,10,Q08162,0.95204526
Q9P2J5,11,P26637,0.95171875
Q9P2J5,12,P38708,0.9513692
Q9P2J5,13,P38793,0.95027107
Q9P2J5,14,P22515,0.94927853
Q9P2J5,15,P39958,0.94836086
Q9P2J5,16,P15436,0.94782734
Q9P2J5,17,P33755,0.94439715
Q9P2J5,18,P07259,0.94415766
Q9P2J5,19,P22276,0.9440942
Q9P2J5,20,Q12109,0.943501
O43143,1,P53131,0.9770754
O43143,2,P47047,0.94822323
O43143,3,P25453,0.94787043
O43143,4,P20604,0.9469989
O43143,5,P23594,0.94698995
O43143,6,P23595,0.9460887
O43143,7,P41819,0.9447494
O43143,8,P26793,0.9434655
O43143,9,P25454,0.9421339
O43143,10,P51601,0.9419024
O43143,11,P32324,0.9409658
O43143,12,P32327,0.9400269
O43143,13,P02992,0.9393828
O43143,14,P11154,0.9380359
O43143,15,P32481,0.9364268
O43143,16,Q00055,0.9357194
O43143,17,P24783,0.9352732
O43143,18,Q08649,0.93499094
O43143,19,P33298,0.93441266
O43143,20,P39729,0.933948
P08238,1,P10592,0.92197603
P08238,2,P10591,0.92170703
P08238,3,P29311,0.91864794
P08238,4,P32835,0.91835546
P08238,5,P09435,0.91747624
P08238,6,P22202,0.91641337
P08238,7,P32836,0.91518825
P08238,8,P34730,0.91205084
P08238,9,P32598,0.90914494
P08238,10,P02994,0.9064196
P08238,11,P60010,0.90443903
P08238,12,P00830,0.9041715
P08238,13,Q01939,0.90375745
P08238,14,P25694,0.8998147
P08238,15,Q03532,0.8896455
P08238,16,P15108,0.88372463
P08238,17,P02829,0.88251424
P08238,18,Q03195,0.8812642
P08238,19,P52917,0.88009435
P08238,20,P19073,0.87938
P61221,1,Q03195,0.9901363
P61221,2,Q01939,0.94753253
P61221,3,P41819,0.9431595
P61221,4,P39729,0.9402284
P61221,5,P16140,0.94002825
P61221,6,P25694,0.93734795
P61221,7,P12385,0.93729085
P61221,8,P32481,0.93284625
P61221,9,P32836,0.9327051
P61221,10,P33297,0.9322631
P61221,11,P32324,0.9305371
P61221,12,P41940,0.9305125
P61221,13,P02994,0.9304317
P61221,14,Q03532,0.93030757
P61221,15,P32835,0.92973703
P61221,16,P20459,0.92862254
P61221,17,P32598,0.92807657
P61221,18,P47052,0.9275891
P61221,19,P52917,0.92701304
P61221,20,P21954,0.92695254
P31040,1,P47052,0.9893448
P31040,2,Q00711,0.9873747
P31040,3,P16140,0.93209183
P31040,4,P36132,0.932022
P31040,5,P04801,0.931242
P31040,6,P32561,0.9308052
P31040,7,Q03195,0.93016183
P31040,8,P32324,0.92866087
P31040,9,P02994,0.9285353
P31040,10,Q12522,0.92614555
P31040,11,P25039,0.9259496
P31040,12,P19414,0.92514616
P31040,13,P21954,0.9249317
P31040,14,P41819,0.9214881
P31040,15,P32836,0.9207222
P31040,16,P37291,0.92040384
P31040,17,P46969,0.9180885
P31040,18,P32835,0.91798824
P31040,19,P41939,0.91788983
P31040,20,P38720,0.9175822
P38646,1,P0CS90,0.97920454
P38646,2,P39987,0.96916115
P38646,3,P09435,0.952073
P38646,4,P07251,0.9490841
P38646,5,P16474,0.9473557
P38646,6,P22202,0.9438596
P38646,7,P02992,0.9438514
P38646,8,P19882,0.9384451
P38646,9,P40150,0.9327211
P38646,10,P10591,0.93177193
P38646,11,P11484,0.9306214
P38646,12,P10592,0.9302678
P38646,13,P52917,0.9264437
P38646,14,P25374,0.92359936
P38646,15,P08417,0.9198801
P38646,16,P41940,0.91986537
P38646,17,P25694,0.91908836
P38646,18,P40961,0.91810226
P38646,19,P00830,0.917418
P38646,20,P09624,0.9169289
P98194,1,P13586,0.9675322
P98194,2,P40558,0.9304426
P98194,3,P40413,0.9295185
P98194,4,P40339,0.9258169
P98194,5,P39078,0.92148894
P98194,6,P39076,0.9202065
P98194,7,P33298,0.9199699
P98194,8,P39077,0.91933495
P98194,9,P52489,0.91853607
P98194,10,P42943,0.91768825
P98194,11,Q05506,0.9167209
P98194,12,P38719,0.91579807
P98194,13,P00549,0.9150446
P98194,14,P12612,0.91481
P98194,15,P38629,0.91445637
P98194,16,P50094,0.9144304
P98194,17,P52920,0.9136438
P98194,18,P40348,0.91350514
P98194,19,P43619,0.91243285
P98194,20,P41940,0.9111868
Q6IA69,1,P38795,0.97326714
Q6IA69,2,Q03195,0.9520743
Q6IA69,3,P41819,0.94463533
Q6IA69,4,P39729,0.93628883
Q6IA69,5,P32324,0.9354433
Q6IA69,6,P36132,0.9351956
Q6IA69,7,P53088,0.93474877
Q6IA69,8,P21524,0.92955136
Q6IA69,9,P16140,0.9289288
Q6IA69,10,P32561,0.92731416
Q6IA69,11,P21672,0.92702824
Q6IA69,12,P32327,0.92636186
Q6IA69,13,P11154,0.9230884
Q6IA69,14,P54113,0.92181027
Q6IA69,15,P25453,0.9209939
Q6IA69,16,P20604,0.92057055
Q6IA69,17,P12385,0.9200207
Q6IA69,18,P21954,0.9199584
Q6IA69,19,Q12522,0.9199474
Q6IA69,20,P39079,0.9196647
Q9ULV0,1,P47047,0.9364882
Q9ULV0,2,P54861,0.93039
Q9ULV0,3,Q00578,0.92699826
Q9ULV0,4,P21576,0.919238
Q9ULV0,5,P33298,0.9178712
Q9ULV0,6,P31244,0.91752195
Q9ULV0,7,P40327,0.91678876
Q9ULV0,8,P53914,0.90942305
Q9ULV0,9,P43588,0.9093756
Q9ULV0,10,P30665,0.90871453
Q9ULV0,11,P25454,0.90696955
Q9ULV0,12,Q02939,0.906571
Q9ULV0,13,Q06218,0.9054155
Q9ULV0,14,P53742,0.9051927
Q9ULV0,15,P20448,0.90449226
Q9ULV0,16,P38132,0.90430325
Q9ULV0,17,Q03330,0.90406317
Q9ULV0,18,P38793,0.9019407
Q9ULV0,19,Q02821,0.9018943
Q9ULV0,20,P32597,0.901463
Q02218,1,P20967,0.9813866
Q02218,2,P52892,0.9684532
Q02218,3,P11154,0.9684388
Q02218,4,P32327,0.96773475
Q02218,5,P07258,0.96566933
Q02218,6,P23337,0.9636049
Q02218,7,P38791,0.96312094
Q02218,8,P09201,0.962702
Q02218,9,P27472,0.962405
Q02218,10,P11986,0.96237236
Q02218,11,P07259,0.9622836
Q02218,12,P17255,0.9605078
Q02218,13,Q00055,0.9603249
Q02218,14,Q05567,0.9597631
Q02218,15,Q05979,0.95884895
Q02218,16,P53131,0.9587907
Q02218,17,P32191,0.958518
Q02218,18,P40487,0.957754
Q02218,19,P04807,0.9575424
Q02218,20,Q01574,0.9571048
P11021,1,P10592,0.96840805
P11021,2,P10591,0.96827495
P11021,3,P22202,0.9667357
P11021,4,P09435,0.96542233
P11021,5,P0CS90,0.9633992
P11021,6,P16474,0.9504989
P11021,7,P07251,0.9298537
P11021,8,P39987,0.92484295
P11021,9,P00830,0.92456704
P11021,10,P05759,0.9230174
P11021,11,P15019,0.9225866
P11021,12,P41940,0.91923755
P11021,13,P02994,0.91869557
P11021,14,P52917,0.9175556
P11021,15,P00560,0.91489094
P11021,16,P00359,0.91143525
P11021,17,P00360,0.9105936
P11021,18,P00358,0.91028225
P11021,19,P25694,0.9093162
P11021,20,P19882,0.9091802
Q9H9T3,1,Q02908,0.9800953
Q9H9T3,2,P32469,0.9492366
Q9H9T3,3,P32288,0.9388419
Q9H9T3,4,P21672,0.9349777
Q9H9T3,5,P11154,0.93424964
Q9H9T3,6,P32327,0.9340149
Q9H9T3,7,P07703,0.93395656
Q9H9T3,8,P54113,0.93350136
Q9H9T3,9,P38625,0.93345344
Q9H9T3,10,P06785,0.93266857
Q9H9T3,11,P08518,0.93178606
Q9H9T3,12,P07245,0.93110627
Q9H9T3,13,P11986,0.93036836
Q9H9T3,14,P21524,0.9298442
Q9H9T3,15,P38627,0.9292376
Q9H9T3,16,P09440,0.9292245
Q9H9T3,17,P09201,0.9281197
Q9H9T3,18,P41939,0.9275284
Q9H9T3,19,P53131,0.9272969
Q9H9T3,20,P53982,0.92587537
Q9HD20,1,P39986,0.9103106
Q9HD20,2,Q04673,0.9031772
Q9HD20,3,P53893,0.895466
Q9HD20,4,P06839,0.8929207
Q9HD20,5,P25454,0.8901254
Q9HD20,6,P47047,0.88707715
Q9HD20,7,P32363,0.88570756
Q9HD20,8,Q00578,0.8839078
Q9HD20,9,P40527,0.8832933
Q9HD20,10,P18759,0.8808227
Q9HD20,11,P23337,0.87849075
Q9HD20,12,Q00772,0.875138
Q9HD20,13,Q06567,0.874771
Q9HD20,14,P47079,0.87265736
Q9HD20,15,P40558,0.8723081
Q9HD20,16,Q08645,0.87180626
Q9HD20,17,P38793,0.87161994
Q9HD20,18,P20107,0.8713696
Q9HD20,19,P04050,0.87118655
Q9HD20,20,P38238,0.8704542
P18074,1,P47117,0.92799675
P18074,2,P06839,0.9173042
P18074,3,Q03195,0.9025806
P18074,4,Q05506,0.89820033
P18074,5,P50095,0.8945258
P18074,6,P38697,0.8938674
P18074,7,P50094,0.8924717
P18074,8,P38795,0.8854568
P18074,9,P41819,0.8844977
P18074,10,P47047,0.88192886
P18074,11,Q03532,0.8804799
P18074,12,P25694,0.8790715
P18074,13,P40413,0.8781441
P18074,14,P39079,0.8776108
P18074,15,P33298,0.87691426
P18074,16,Q01939,0.8753171
P18074,17,P15303,0.8746505
P18074,18,P32481,0.87421966
P18074,19,P36421,0.8725638
P18074,20,P23639,0.8724604
P19447,1,Q00578,0.9858525
P19447,2,P47047,0.9708603
P19447,3,P43588,0.9610568
P19447,4,P53914,0.95384246
P19447,5,P54861,0.9521201
P19447,6,Q03330,0.9491109
P19447,7,P38793,0.94864655
P19447,8,P32481,0.9475143
P19447,9,P23337,0.94492686
P19447,10,Q08162,0.94183904
P19447,11,P53742,0.94135034
P19447,12,P21576,0.9395624
P19447,13,P04050,0.938973
P19447,14,Q08649,0.937719
P19447,15,P20448,0.93764657
P19447,16,P25454,0.93764454
P19447,17,P38861,0.93757665
P19447,18,Q99216,0.9374334
P19447,19,P22515,0.9349854
P19447,20,P24279,0.9342405
P51532,1,P39730,0.90954494
P51532,2,P40991,0.8923326
P51532,3,P13393,0.89073133
P51532,4,Q99216,0.8871096
P51532,5,P24784,0.88694096
P51532,6,P33299,0.88078517
P51532,7,Q00578,0.88077486
P51532,8,P33322,0.87883407
P51532,9,P25694,0.8738901
P51532,10,P25454,0.87311673
P51532,11,P15646,0.87232155
P51532,12,P53742,0.8716887
P51532,13,P06634,0.8707477
P51532,14,P20448,0.8681414
P51532,15,P47047,0.8671713
P51532,16,P32481,0.8648357
P51532,17,P05453,0.86160576
P51532,18,P39517,0.86151105
P51532,19,P39940,0.86010987
P51532,20,P33298,0.85973394
P51531,1,P39730,0.919431
P51531,2,P40991,0.90376526
P51531,3,Q99216,0.9005482
P51531,4,Q00578,0.90023047
P51531,5,P13393,0.89882445
P51531,6,P33299,0.8970928
P51531,7,P24784,0.8970821
P51531,8,P33322,0.88920593
P51531,9,P47047,0.88860434
P51531,10,P25454,0.88556594
P51531,11,P20448,0.88550574
P51531,12,P53742,0.8846525
P51531,13,P25694,0.8844316
P51531,14,P32481,0.8817137
P51531,15,P40327,0.8811326
P51531,16,P39517,0.878459
P51531,17,P33298,0.8770954
P51531,18,P54861,0.87667215
P51531,19,P53914,0.87581503
P51531,20,P06634,0.87579966
Q14692,1,Q08965,0.95582896
Q14692,2,Q06106,0.9374414
Q14692,3,P53313,0.9277153
Q14692,4,Q07381,0.9255921
Q14692,5,P33755,0.9241098
Q14692,6,Q06685,0.9194771
Q14692,7,P32597,0.91865945
Q14692,8,Q04660,0.91799396
Q14692,9,Q04673,0.9152244
Q14692,10,Q12389,0.9149735
Q14692,11,P38630,0.9133072
Q14692,12,P29056,0.9130434
Q14692,13,Q02892,0.9121115
Q14692,14,P04786,0.91208637
Q14692,15,P13382,0.9119451
Q14692,16,P53261,0.9113438
Q14692,17,P53145,0.91107965
Q14692,18,Q00578,0.911056
Q14692,19,P38431,0.9108316
Q14692,20,P25582,0.9097591
Q12965,1,P47047,0.95633644
Q12965,2,P30665,0.9559388
Q12965,3,P38132,0.95491034
Q12965,4,Q04439,0.9491498
Q12965,5,P31244,0.9485181
Q12965,6,P53893,0.94849455
Q12965,7,P23337,0.9468753
Q12965,8,P21576,0.9464969
Q12965,9,P53131,0.9461538
Q12965,10,P06839,0.94444597
Q12965,11,P15436,0.944394
Q12965,12,P29469,0.9442041
Q12965,13,Q08649,0.9439835
Q12965,14,P23287,0.94383293
Q12965,15,P18759,0.9427446
Q12965,16,P24384,0.9423769
Q12965,17,P04819,0.94164664
Q12965,18,P04050,0.9409379
Q12965,19,P25847,0.9405939
Q12965,20,Q08162,0.93968654
Q96RP9,1,P25039,0.99131256
Q96RP9,2,P04801,0.9719468
Q96RP9,3,P38219,0.96328104
Q96RP9,4,P32324,0.95979565
Q96RP9,5,P25453,0.95671093
Q96RP9,6,P00549,0.95600677
Q96RP9,7,P28274,0.9530871
Q96RP9,8,P42943,0.9524174
Q96RP9,9,P12612,0.95203733
Q96RP9,10,P38627,0.9519778
Q96RP9,11,P40825,0.9502664
Q96RP9,12,P20604,0.94980633
Q96RP9,13,P37292,0.9495389
Q96RP9,14,P32345,0.9485619
Q96RP9,15,P39079,0.94831425
Q96RP9,16,P11154,0.94677055
Q96RP9,17,P52489,0.94615567
Q96RP9,18,P46681,0.94597477
Q96RP9,19,P32327,0.94583774
Q96RP9,20,P54113,0.9444503
A2RTX5,1,P04801,0.9400065
A2RTX5,2,Q03195,0.9363489
A2RTX5,3,P41819,0.93609333
A2RTX5,4,Q01939,0.9191439
A2RTX5,5,P20604,0.9168325
A2RTX5,6,P33297,0.91651785
A2RTX5,7,P25039,0.91608846
A2RTX5,8,P53742,0.9156441
A2RTX5,9,P23594,0.9151608
A2RTX5,10,P47052,0.9148371
A2RTX5,11,P36132,0.911168
A2RTX5,12,P38795,0.9096701
A2RTX5,13,P20459,0.909132
A2RTX5,14,Q00711,0.9073757
A2RTX5,15,P33298,0.9062941
A2RTX5,16,P39729,0.90613043
A2RTX5,17,P39076,0.90609556
A2RTX5,18,P25453,0.90568584
A2RTX5,19,P32324,0.9051414
A2RTX5,20,Q05506,0.9048847
P21281,1,P16140,0.97326535
P21281,2,Q03195,0.95527047
P21281,3,P47052,0.950023
P21281,4,P32324,0.94570017
P21281,5,Q00711,0.944125
P21281,6,P39729,0.9435181
P21281,7,Q12522,0.93982184
P21281,8,P41819,0.9373818
P21281,9,P36132,0.93570256
P21281,10,P32561,0.9355582
P21281,11,P21954,0.9339066
P21281,12,P33297,0.9337483
P21281,13,P25694,0.9331737
P21281,14,P02994,0.93306595
P21281,15,P32836,0.92941016
P21281,16,P10081,0.92825824
P21281,17,P32835,0.9278024
P21281,18,P38795,0.9272164
P21281,19,P42943,0.92696387
P21281,20,P21524,0.92628753
O94808,1,P14742,0.98173714
O94808,2,P00549,0.96350324
O94808,3,P52489,0.9610949
O94808,4,P40348,0.9464706
O94808,5,P50094,0.9462091
O94808,6,P28789,0.9459174
O94808,7,P32345,0.9448733
O94808,8,P50095,0.94459724
O94808,9,P28273,0.94452804
O94808,10,P39079,0.9442647
O94808,11,P20604,0.9436697
O94808,12,P25039,0.9434854
O94808,13,P38697,0.942728
O94808,14,P28274,0.94221306
O94808,15,P38627,0.94080114
O94808,16,P32327,0.9407392
O94808,17,P39076,0.9406766
O94808,18,P38689,0.9405007
O94808,19,P49090,0.93983006
O94808,20,P11154,0.93924826
P35606,1,P41811,0.95448005
P35606,2,P25635,0.953653
P35606,3,Q12220,0.9528509
P35606,4,P47047,0.9504076
P35606,5,P42935,0.94704676
P35606,6,P25382,0.9454249
P35606,7,P21304,0.94136536
P35606,8,P38132,0.9409684
P35606,9,P53622,0.93963283
P35606,10,P53893,0.93903214
P35606,11,Q00578,0.93886495
P35606,12,P38328,0.93825126
P35606,13,P38764,0.9380378
P35606,14,Q02939,0.93793297
P35606,15,Q12417,0.9375971
P35606,16,P23337,0.9369014
P35606,17,P33750,0.9367766
P35606,18,P18759,0.936748
P35606,19,P30665,0.936207
P35606,20,P31244,0.9358457
P36776,1,P41819,0.91881424
P36776,2,Q01939,0.91753924
P36776,3,P25694,0.9175303
P36776,4,Q03195,0.9142902
P36776,5,P33297,0.90914494
P36776,6,Q03532,0.90744513
P36776,7,P33298,0.8997321
P36776,8,P39517,0.89434206
P36776,9,P39729,0.8928491
P36776,10,P32324,0.88974726
P36776,11,P39077,0.8876134
P36776,12,P52917,0.88742775
P36776,13,P13393,0.8850671
P36776,14,P16140,0.8840579
P36776,15,P32835,0.8835666
P36776,16,Q07478,0.8834373
P36776,17,P23594,0.8820108
P36776,18,P25454,0.8810918
P36776,19,P53742,0.8805949
P36776,20,P32836,0.88054115
Q04446,1,P32775,0.97003406
Q04446,2,P38795,0.95488167
Q04446,3,P21672,0.9492604
Q04446,4,P36132,0.94841003
Q04446,5,P04801,0.9482668
Q04446,6,P49090,0.947727
Q04446,7,P21524,0.9468281
Q04446,8,P08518,0.94324183
Q04446,9,P09201,0.94039506
Q04446,10,P32561,0.9402442
Q04446,11,P49089,0.939849
Q04446,12,P32288,0.9397737
Q04446,13,P52892,0.93975717
Q04446,14,P38627,0.9388176
Q04446,15,P54113,0.93864363
Q04446,16,Q05979,0.93854094
Q04446,17,P07259,0.938113
Q04446,18,P07258,0.93762094
Q04446,19,P28274,0.93696177
Q04446,20,P32861,0.93658316
P49736,1,P29469,0.98290056
P49736,2,P53091,0.96804935
P49736,3,P24279,0.956303
P49736,4,P30665,0.95442986
P49736,5,Q00578,0.95241714
P49736,6,P47047,0.9522533
P49736,7,P38132,0.9505096
P49736,8,P33299,0.942086
P49736,9,P04050,0.9413049
P49736,10,P20448,0.94083893
P49736,11,P25454,0.94017106
P49736,12,P31244,0.93936706
P49736,13,P53893,0.937513
P49736,14,P18759,0.93623835
P49736,15,P32895,0.9353004
P49736,16,P23337,0.9338804
P49736,17,P53914,0.9337213
P49736,18,P54861,0.9334022
P49736,19,P53131,0.9324931
P49736,20,P33298,0.9316581
P53618,1,P47047,0.9572854
P53618,2,Q00578,0.94830084
P53618,3,P54861,0.9419566
P53618,4,Q02939,0.93809223
P53618,5,P53914,0.93565696
P53618,6,P41810,0.9340619
P53618,7,P38764,0.93340695
P53618,8,P31244,0.9313986
P53618,9,P43588,0.9313853
P53618,10,Q04673,0.930954
P53618,11,P21576,0.92800236
P53618,12,Q06218,0.9276476
P53618,13,P23337,0.92648613
P53618,14,P53290,0.924812
P53618,15,P30665,0.92360854
P53618,16,Q00776,0.92356676
P53618,17,P53893,0.9235259
P53618,18,P49955,0.9232202
P53618,19,P04050,0.922332
P53618,20,P38132,0.9218938
Q9ULG1,1,Q05471,0.96711063
Q9ULG1,2,P40340,0.96188754
Q9ULG1,3,P22579,0.95505744
Q9ULG1,4,P53115,0.9518215
Q9ULG1,5,P24583,0.95175266
Q9ULG1,6,P39955,0.95130295
Q9ULG1,7,P07276,0.9509986
Q9ULG1,8,P35187,0.95075667
Q9ULG1,9,P32567,0.9502938
Q9ULG1,10,P40328,0.95018953
Q9ULG1,11,P39104,0.9494535
Q9ULG1,12,P22082,0.9490138
Q9ULG1,13,P32333,0.9482742
Q9ULG1,14,P07271,0.9475095
Q9ULG1,15,Q03656,0.9470546
Q9ULG1,16,P32863,0.9468399
Q9ULG1,17,P31384,0.9467723
Q9ULG1,18,P40433,0.9461263
Q9ULG1,19,P25341,0.94602996
Q9ULG1,20,Q04958,0.9459225
Q7Z2Z2,1,P53893,0.96780896
Q7Z2Z2,2,P47047,0.94789225
Q7Z2Z2,3,Q04673,0.9385847
Q7Z2Z2,4,P06839,0.9369273
Q7Z2Z2,5,P18759,0.9351937
Q7Z2Z2,6,Q00578,0.9312774
Q7Z2Z2,7,P38132,0.93123823
Q7Z2Z2,8,P38793,0.9306481
Q7Z2Z2,9,P31244,0.9298868
Q7Z2Z2,10,P23337,0.92804265
Q7Z2Z2,11,P04819,0.92789173
Q7Z2Z2,12,Q06218,0.9278323
Q7Z2Z2,13,Q02939,0.92779934
Q7Z2Z2,14,P25454,0.9260843
Q7Z2Z2,15,P04050,0.9255825
Q7Z2Z2,16,P33755,0.92513555
Q7Z2Z2,17,P54861,0.9247961
Q7Z2Z2,18,P53914,0.9245552
Q7Z2Z2,19,P53091,0.9244598
Q7Z2Z2,20,P30665,0.92443776
P06737,1,P32469,0.96228725
P06737,2,P39954,0.96171993
P06737,3,P38625,0.9608218
P06737,4,P54113,0.9588548
P06737,5,P38627,0.9562304
P06737,6,P28274,0.9558114
P06737,7,Q12074,0.9549094
P06737,8,Q05911,0.95334893
P06737,9,P41939,0.9529264
P06737,10,P07245,0.95115507
P06737,11,P38009,0.95041186
P06737,12,Q02908,0.95022994
P06737,13,P06785,0.9499689
P06737,14,P07283,0.94856906
P06737,15,P53982,0.94776344
P06737,16,P22768,0.94741774
P06737,17,P80210,0.94739515
P06737,18,P19358,0.9472216
P06737,19,P07703,0.9466125
P06737,20,P11986,0.94658875
P25705,1,P07251,0.9841841
P25705,2,P00830,0.9670338
P25705,3,P22202,0.9523561
P25705,4,P09435,0.95089877
P25705,5,P10591,0.94566953
P25705,6,P10592,0.9445192
P25705,7,P0CS90,0.94284004
P25705,8,P19882,0.92604417
P25705,9,P00359,0.9255099
P25705,10,P00360,0.9246259
P25705,11,P00358,0.92449605
P25705,12,P08417,0.92282575
P25705,13,P02994,0.9221387
P25705,14,P00560,0.9169577
P25705,15,P60010,0.9133776
P25705,16,P39987,0.9126234
P25705,17,P32473,0.9113849
P25705,18,P00924,0.90764326
P25705,19,P32771,0.90672594
P25705,20,P00925,0.9057755
Q92620,1,Q00578,0.94461775
Q92620,2,P47047,0.9319929
Q92620,3,P30665,0.92948896
Q92620,4,P20448,0.9275014
Q92620,5,P32597,0.9262781
Q92620,6,P40991,0.9254821
Q92620,7,P24279,0.92536837
Q92620,8,P53091,0.9247972
Q92620,9,P39940,0.9237967
Q92620,10,P53145,0.92338556
Q92620,11,P04050,0.9230739
Q92620,12,P53313,0.92226774
Q92620,13,P29469,0.92074573
Q92620,14,Q02892,0.9186082
Q92620,15,P54861,0.9181889
Q92620,16,Q04673,0.9169486
Q92620,17,P38630,0.9168055
Q92620,18,P33299,0.9165907
Q92620,19,Q99216,0.9161045
Q92620,20,Q08773,0.9136442
Q8TCJ2,1,P39007,0.9821823
Q8TCJ2,2,P07286,0.9383529
Q8TCJ2,3,P47047,0.93833137
Q8TCJ2,4,Q00578,0.9328735
Q8TCJ2,5,P53914,0.9300266
Q8TCJ2,6,P23337,0.92844194
Q8TCJ2,7,P04050,0.92654514
Q8TCJ2,8,P38318,0.9189427
Q8TCJ2,9,P36051,0.9186662
Q8TCJ2,10,P40086,0.9169784
Q8TCJ2,11,Q00055,0.9169626
Q8TCJ2,12,P43588,0.91680783
Q8TCJ2,13,Q04121,0.91615504
Q8TCJ2,14,P32353,0.9155608
Q8TCJ2,15,P32481,0.914235
Q8TCJ2,16,P31382,0.9138739
Q8TCJ2,17,P32563,0.9128291
Q8TCJ2,18,P25454,0.9109894
Q8TCJ2,19,P54861,0.91089946
Q8TCJ2,20,P27472,0.91087484
P68104,1,P32835,0.91200405
P68104,2,P32836,0.90514046
P68104,3,P02994,0.90242785
P68104,4,P19073,0.8711821
P68104,5,P10592,0.8705718
P68104,6,P10591,0.8703697
