sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	3059	0.0
sp|P23378|GCSP_HUMAN	sp|P49095|GCSP_YEAST	52.778	972	1011	0.0
sp|P26640|SYVC_HUMAN	sp|P07806|SYV_YEAST	50.152	989	986	0.0
sp|P26640|SYVC_HUMAN	sp|P09436|SYIC_YEAST	22.637	910	173	6.43e-45
sp|P26640|SYVC_HUMAN	sp|P48526|SYIM_YEAST	22.558	860	145	3.13e-36
sp|P26640|SYVC_HUMAN	sp|P11325|SYLM_YEAST	21.272	503	73.2	3.73e-14
sp|Q92616|GCN1_HUMAN	sp|P33892|GCN1_YEAST	34.053	1853	1006	0.0
sp|P28340|DPOD1_HUMAN	sp|P15436|DPOD_YEAST	48.883	1074	1037	0.0
sp|P28340|DPOD1_HUMAN	sp|P14284|DPOZ_YEAST	28.077	780	302	2.71e-86
sp|P28340|DPOD1_HUMAN	sp|P13382|DPOLA_YEAST	25.095	789	183	5.21e-48
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P39524|ATC3_YEAST	46.288	1145	1014	0.0
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12675|ATC4_YEAST	37.698	1008	644	0.0
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12675|ATC4_YEAST	28.750	160	62.4	7.94e-11
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P32660|ATC5_YEAST	37.524	1026	644	0.0
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P32660|ATC5_YEAST	28.205	156	66.2	5.70e-12
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P40527|ATC7_YEAST	31.672	1023	439	2.35e-136
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12674|ATC8_YEAST	36.207	522	302	1.05e-85
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12674|ATC8_YEAST	37.061	313	214	1.04e-57
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12674|ATC8_YEAST	30.303	231	95.5	7.21e-21
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12674|ATC8_YEAST	37.963	108	89.7	4.09e-19
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P13586|ATC1_YEAST	22.694	824	79.0	6.32e-16
sp|Q9Y2Q0|AT8A1_HUMAN	sp|Q12697|YPK9_YEAST	25.817	306	70.9	2.56e-13
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P38929|ATC2_YEAST	24.918	305	57.8	2.38e-09
sp|Q9Y2Q0|AT8A1_HUMAN	sp|P38929|ATC2_YEAST	23.795	332	54.3	2.26e-08
sp|O43861|ATP9B_HUMAN	sp|P40527|ATC7_YEAST	50.097	1030	996	0.0
sp|O43861|ATP9B_HUMAN	sp|P39524|ATC3_YEAST	30.120	1079	433	1.77e-132
sp|O43861|ATP9B_HUMAN	sp|P32660|ATC5_YEAST	27.762	1041	347	6.78e-101
sp|O43861|ATP9B_HUMAN	sp|P32660|ATC5_YEAST	31.579	114	50.4	4.23e-07
sp|O43861|ATP9B_HUMAN	sp|Q12675|ATC4_YEAST	28.213	1035	347	8.00e-101
sp|O43861|ATP9B_HUMAN	sp|Q12675|ATC4_YEAST	29.565	115	48.5	1.69e-06
sp|O43861|ATP9B_HUMAN	sp|Q12674|ATC8_YEAST	33.333	465	233	2.11e-63
sp|O43861|ATP9B_HUMAN	sp|Q12674|ATC8_YEAST	30.241	291	128	6.59e-31
sp|O43861|ATP9B_HUMAN	sp|Q12674|ATC8_YEAST	35.165	91	70.1	3.97e-13
sp|O43861|ATP9B_HUMAN	sp|Q12674|ATC8_YEAST	24.424	217	50.8	2.79e-07
sp|O43861|ATP9B_HUMAN	sp|Q12691|ATN5_YEAST	22.556	798	94.7	1.02e-20
sp|O43861|ATP9B_HUMAN	sp|Q01896|ATN2_YEAST	22.556	798	94.4	1.18e-20
sp|O43861|ATP9B_HUMAN	sp|P13587|ATN1_YEAST	22.360	805	92.8	3.43e-20
sp|O43861|ATP9B_HUMAN	sp|P13586|ATC1_YEAST	23.715	603	74.7	1.34e-14
sp|O43861|ATP9B_HUMAN	sp|P38929|ATC2_YEAST	23.855	524	73.6	3.26e-14
sp|O43861|ATP9B_HUMAN	sp|Q12697|YPK9_YEAST	25.000	316	67.0	3.61e-12
sp|P11142|HSP7C_HUMAN	sp|P09435|HSP73_YEAST	73.416	647	976	0.0
sp|P11142|HSP7C_HUMAN	sp|P22202|HSP74_YEAST	74.458	646	963	0.0
sp|P11142|HSP7C_HUMAN	sp|P10592|HSP72_YEAST	75.851	646	954	0.0
sp|P11142|HSP7C_HUMAN	sp|P10591|HSP71_YEAST	74.343	647	948	0.0
sp|P11142|HSP7C_HUMAN	sp|P16474|BIP_YEAST	64.495	614	810	0.0
sp|P11142|HSP7C_HUMAN	sp|P40150|SSB2_YEAST	64.021	567	733	0.0
sp|P11142|HSP7C_HUMAN	sp|P11484|SSB1_YEAST	63.845	567	730	0.0
sp|P11142|HSP7C_HUMAN	sp|P0CS90|HSP77_YEAST	50.081	621	583	0.0
sp|P11142|HSP7C_HUMAN	sp|P39987|HSP7E_YEAST	50.339	590	562	0.0
sp|P11142|HSP7C_HUMAN	sp|Q05931|HSP7Q_YEAST	47.576	557	493	1.63e-168
sp|P11142|HSP7C_HUMAN	sp|P32589|HSP7F_YEAST	28.275	626	242	5.16e-72
sp|P11142|HSP7C_HUMAN	sp|P32590|HSP79_YEAST	28.502	614	230	1.05e-67
sp|O60264|SMCA5_HUMAN	sp|Q08773|ISW2_YEAST	48.339	1084	970	0.0
sp|O60264|SMCA5_HUMAN	sp|P38144|ISW1_YEAST	50.574	959	901	0.0
sp|O60264|SMCA5_HUMAN	sp|P22082|SNF2_YEAST	46.140	557	478	9.92e-148
sp|O60264|SMCA5_HUMAN	sp|P32597|STH1_YEAST	48.185	496	464	7.68e-145
sp|O60264|SMCA5_HUMAN	sp|P32657|CHD1_YEAST	41.963	591	454	2.63e-140
sp|O60264|SMCA5_HUMAN	sp|P43610|IRC5_YEAST	37.973	582	387	1.19e-120
sp|O60264|SMCA5_HUMAN	sp|P31380|FUN30_YEAST	37.899	533	305	1.17e-88
sp|O60264|SMCA5_HUMAN	sp|P40352|RAD26_YEAST	33.333	507	278	2.04e-79
sp|O60264|SMCA5_HUMAN	sp|P32333|BTAF1_YEAST	35.373	523	280	3.48e-79
sp|O60264|SMCA5_HUMAN	sp|Q05471|SWR1_YEAST	43.380	355	271	3.15e-76
sp|O60264|SMCA5_HUMAN	sp|Q05471|SWR1_YEAST	46.552	174	167	2.95e-43
sp|O60264|SMCA5_HUMAN	sp|P53115|INO80_YEAST	32.609	460	256	2.56e-71
sp|O60264|SMCA5_HUMAN	sp|P53115|INO80_YEAST	43.541	209	176	5.60e-46
sp|O60264|SMCA5_HUMAN	sp|P32863|RAD54_YEAST	30.977	481	228	2.93e-63
sp|O60264|SMCA5_HUMAN	sp|P38086|RDH54_YEAST	31.687	486	216	2.63e-59
sp|O60264|SMCA5_HUMAN	sp|P31244|RAD16_YEAST	32.540	252	104	5.79e-24
sp|O60264|SMCA5_HUMAN	sp|P31244|RAD16_YEAST	34.375	160	89.7	2.53e-19
sp|O60264|SMCA5_HUMAN	sp|Q08562|ULS1_YEAST	33.553	152	88.2	1.00e-18
sp|O60264|SMCA5_HUMAN	sp|Q08562|ULS1_YEAST	25.501	349	85.1	8.79e-18
sp|O60264|SMCA5_HUMAN	sp|P32849|RAD5_YEAST	31.122	196	86.7	2.55e-18
sp|O60264|SMCA5_HUMAN	sp|P32849|RAD5_YEAST	25.208	361	76.6	3.52e-15
sp|Q92900|RENT1_HUMAN	sp|P30771|RENT1_YEAST	55.309	857	965	0.0
sp|Q92900|RENT1_HUMAN	sp|P32644|ECM32_YEAST	34.917	484	241	7.62e-67
sp|Q92900|RENT1_HUMAN	sp|P34243|HCS1_YEAST	29.768	561	204	2.89e-56
sp|Q92900|RENT1_HUMAN	sp|Q00416|SEN1_YEAST	27.419	682	206	6.47e-55
sp|Q92900|RENT1_HUMAN	sp|P38859|DNA2_YEAST	26.327	471	126	1.81e-30
sp|Q14562|DHX8_HUMAN	sp|P24384|PRP22_YEAST	49.899	992	967	0.0
sp|Q14562|DHX8_HUMAN	sp|P53131|PRP43_YEAST	50.966	673	669	0.0
sp|Q14562|DHX8_HUMAN	sp|P15938|PRP16_YEAST	50.389	643	638	0.0
sp|Q14562|DHX8_HUMAN	sp|P20095|PRP2_YEAST	47.184	657	597	0.0
sp|Q14562|DHX8_HUMAN	sp|P36009|DHR2_YEAST	39.458	664	468	3.37e-151
sp|Q14562|DHX8_HUMAN	sp|Q06698|YL419_YEAST	29.504	705	288	2.97e-81
sp|Q14562|DHX8_HUMAN	sp|Q04217|DHR1_YEAST	42.400	250	204	1.74e-54
sp|Q14562|DHX8_HUMAN	sp|Q04217|DHR1_YEAST	30.631	444	195	9.54e-52
sp|Q9H9Y6|RPA2_HUMAN	sp|P22138|RPA2_YEAST	43.504	1170	952	0.0
sp|Q9H9Y6|RPA2_HUMAN	sp|P22276|RPC2_YEAST	29.965	1158	440	8.09e-137
sp|Q9H9Y6|RPA2_HUMAN	sp|P08518|RPB2_YEAST	38.067	507	330	2.40e-96
sp|Q9H9Y6|RPA2_HUMAN	sp|P08518|RPB2_YEAST	24.352	579	87.4	1.68e-18
sp|P49588|SYAC_HUMAN	sp|P40825|SYA_YEAST	51.509	928	936	0.0
sp|P35573|GDE_HUMAN	sp|Q06625|GDE_YEAST	38.554	1577	949	0.0
sp|P28370|SMCA1_HUMAN	sp|Q08773|ISW2_YEAST	49.704	1014	959	0.0
sp|P28370|SMCA1_HUMAN	sp|P38144|ISW1_YEAST	49.006	1006	911	0.0
sp|P28370|SMCA1_HUMAN	sp|P22082|SNF2_YEAST	46.824	551	481	1.20e-148
sp|P28370|SMCA1_HUMAN	sp|P32657|CHD1_YEAST	42.379	597	465	1.76e-144
sp|P28370|SMCA1_HUMAN	sp|P32597|STH1_YEAST	46.923	520	460	3.54e-143
sp|P28370|SMCA1_HUMAN	sp|P43610|IRC5_YEAST	35.863	672	399	5.44e-125
sp|P28370|SMCA1_HUMAN	sp|P31380|FUN30_YEAST	35.726	585	293	1.31e-84
sp|P28370|SMCA1_HUMAN	sp|P32333|BTAF1_YEAST	34.177	553	281	1.65e-79
sp|P28370|SMCA1_HUMAN	sp|P40352|RAD26_YEAST	32.882	517	276	5.96e-79
sp|P28370|SMCA1_HUMAN	sp|Q05471|SWR1_YEAST	41.624	394	275	1.37e-77
sp|P28370|SMCA1_HUMAN	sp|Q05471|SWR1_YEAST	44.262	183	161	3.48e-41
sp|P28370|SMCA1_HUMAN	sp|P53115|INO80_YEAST	33.696	460	266	1.60e-74
sp|P28370|SMCA1_HUMAN	sp|P53115|INO80_YEAST	40.359	223	164	3.64e-42
sp|P28370|SMCA1_HUMAN	sp|P38086|RDH54_YEAST	31.633	490	218	7.12e-60
sp|P28370|SMCA1_HUMAN	sp|P32863|RAD54_YEAST	30.505	495	216	1.94e-59
sp|P28370|SMCA1_HUMAN	sp|P31244|RAD16_YEAST	32.889	225	105	3.94e-24
sp|P28370|SMCA1_HUMAN	sp|P31244|RAD16_YEAST	32.558	172	88.6	5.07e-19
sp|P28370|SMCA1_HUMAN	sp|Q08562|ULS1_YEAST	24.242	396	91.3	1.29e-19
sp|P28370|SMCA1_HUMAN	sp|Q08562|ULS1_YEAST	30.061	163	75.1	1.07e-14
sp|P28370|SMCA1_HUMAN	sp|P32849|RAD5_YEAST	25.753	365	85.1	7.72e-18
sp|P28370|SMCA1_HUMAN	sp|P32849|RAD5_YEAST	29.952	207	78.2	1.04e-15
sp|O75533|SF3B1_HUMAN	sp|P49955|SF3B1_YEAST	53.475	849	940	0.0
sp|O75533|SF3B1_HUMAN	sp|P31383|2AAA_YEAST	22.034	236	46.2	6.38e-06
sp|Q9P2J5|SYLC_HUMAN	sp|P26637|SYLC_YEAST	44.727	1100	890	0.0
sp|Q9P2J5|SYLC_HUMAN	sp|P07806|SYV_YEAST	20.909	330	51.6	1.83e-07
sp|Q9P2J5|SYLC_HUMAN	sp|P53852|SYC_YEAST	36.364	77	47.4	3.30e-06
sp|O43143|DHX15_HUMAN	sp|P53131|PRP43_YEAST	65.689	682	907	0.0
sp|O43143|DHX15_HUMAN	sp|P24384|PRP22_YEAST	48.589	638	615	0.0
sp|O43143|DHX15_HUMAN	sp|P20095|PRP2_YEAST	43.373	664	537	0.0
sp|O43143|DHX15_HUMAN	sp|P15938|PRP16_YEAST	43.636	660	527	1.05e-174
sp|O43143|DHX15_HUMAN	sp|P36009|DHR2_YEAST	38.839	672	423	1.45e-138
sp|O43143|DHX15_HUMAN	sp|Q06698|YL419_YEAST	29.553	626	276	1.06e-79
sp|O43143|DHX15_HUMAN	sp|Q04217|DHR1_YEAST	42.534	221	185	1.27e-49
sp|O43143|DHX15_HUMAN	sp|Q04217|DHR1_YEAST	40.377	265	178	2.17e-47
sp|P08238|HS90B_HUMAN	sp|P02829|HSP82_YEAST	61.646	717	837	0.0
sp|P08238|HS90B_HUMAN	sp|P15108|HSC82_YEAST	60.762	446	548	0.0
sp|P61221|ABCE1_HUMAN	sp|Q03195|RLI1_YEAST	68.595	605	878	0.0
sp|P61221|ABCE1_HUMAN	sp|P43535|GCN20_YEAST	23.126	467	54.3	8.80e-09
sp|P61221|ABCE1_HUMAN	sp|P43535|GCN20_YEAST	28.000	175	53.9	1.22e-08
sp|P61221|ABCE1_HUMAN	sp|P12866|STE6_YEAST	26.316	152	47.0	2.00e-06
sp|P61221|ABCE1_HUMAN	sp|P40416|ATM1_YEAST	24.044	183	46.6	2.36e-06
sp|P31040|SDHA_HUMAN	sp|Q00711|SDHA_YEAST	63.746	662	848	0.0
sp|P31040|SDHA_HUMAN	sp|P47052|SDHX_YEAST	66.287	614	830	0.0
sp|P38646|HSPA9_HUMAN	sp|P0CS90|HSP77_YEAST	65.773	634	869	0.0
sp|P38646|HSPA9_HUMAN	sp|P39987|HSP7E_YEAST	63.434	629	835	0.0
sp|P38646|HSPA9_HUMAN	sp|Q05931|HSP7Q_YEAST	48.769	650	609	0.0
sp|P38646|HSPA9_HUMAN	sp|P09435|HSP73_YEAST	55.672	573	609	0.0
sp|P38646|HSPA9_HUMAN	sp|P22202|HSP74_YEAST	54.895	572	599	0.0
sp|P38646|HSPA9_HUMAN	sp|P16474|BIP_YEAST	53.846	572	593	0.0
sp|P38646|HSPA9_HUMAN	sp|P10591|HSP71_YEAST	55.179	560	582	0.0
sp|P38646|HSPA9_HUMAN	sp|P10592|HSP72_YEAST	53.754	586	579	0.0
sp|P38646|HSPA9_HUMAN	sp|P11484|SSB1_YEAST	49.821	560	512	2.65e-176
sp|P38646|HSPA9_HUMAN	sp|P40150|SSB2_YEAST	49.643	560	511	6.96e-176
sp|P38646|HSPA9_HUMAN	sp|P32589|HSP7F_YEAST	30.952	378	201	5.63e-57
sp|P38646|HSPA9_HUMAN	sp|P32590|HSP79_YEAST	33.684	380	192	7.22e-54
sp|P98194|AT2C1_HUMAN	sp|P13586|ATC1_YEAST	50.277	903	849	0.0
sp|P98194|AT2C1_HUMAN	sp|P13587|ATN1_YEAST	29.900	903	345	1.97e-104
sp|P98194|AT2C1_HUMAN	sp|Q01896|ATN2_YEAST	29.568	903	335	9.58e-101
sp|P98194|AT2C1_HUMAN	sp|Q12691|ATN5_YEAST	29.568	903	335	9.67e-101
sp|P98194|AT2C1_HUMAN	sp|P38929|ATC2_YEAST	29.608	510	199	1.14e-53
sp|P98194|AT2C1_HUMAN	sp|P38929|ATC2_YEAST	26.817	399	119	1.94e-28
sp|P98194|AT2C1_HUMAN	sp|P39986|SPF1_YEAST	20.891	718	75.1	7.64e-15
sp|P98194|AT2C1_HUMAN	sp|Q12697|YPK9_YEAST	27.179	195	68.9	7.34e-13
sp|P98194|AT2C1_HUMAN	sp|Q12697|YPK9_YEAST	23.032	343	59.7	4.25e-10
sp|P98194|AT2C1_HUMAN	sp|P38995|ATU2_YEAST	29.379	177	57.8	1.57e-09
sp|P98194|AT2C1_HUMAN	sp|P38360|ATU1_YEAST	26.623	154	51.2	1.50e-07
sp|P98194|AT2C1_HUMAN	sp|Q12674|ATC8_YEAST	24.242	198	51.2	1.59e-07
sp|Q6IA69|NADE_HUMAN	sp|P38795|NADE_YEAST	58.592	710	864	0.0
sp|Q9ULV0|MYO5B_HUMAN	sp|P19524|MYO2_YEAST	41.132	1201	860	0.0
sp|Q9ULV0|MYO5B_HUMAN	sp|P19524|MYO2_YEAST	25.344	363	99.8	7.07e-22
sp|Q9ULV0|MYO5B_HUMAN	sp|P32492|MYO4_YEAST	44.059	951	798	0.0
sp|Q9ULV0|MYO5B_HUMAN	sp|P32492|MYO4_YEAST	24.812	133	49.7	1.11e-06
sp|Q9ULV0|MYO5B_HUMAN	sp|P08964|MYO1_YEAST	37.838	851	516	1.57e-153
sp|Q9ULV0|MYO5B_HUMAN	sp|P36006|MYO3_YEAST	33.217	861	430	9.61e-128
sp|Q9ULV0|MYO5B_HUMAN	sp|Q04439|MYO5_YEAST	35.020	751	427	3.55e-127
sp|Q02218|ODO1_HUMAN	sp|P20967|ODO1_YEAST	45.192	1040	862	0.0
sp|P11021|BIP_HUMAN	sp|P16474|BIP_YEAST	68.821	619	859	0.0
sp|P11021|BIP_HUMAN	sp|P09435|HSP73_YEAST	66.013	612	820	0.0
sp|P11021|BIP_HUMAN	sp|P22202|HSP74_YEAST	65.686	612	815	0.0
sp|P11021|BIP_HUMAN	sp|P10591|HSP71_YEAST	67.051	607	810	0.0
sp|P11021|BIP_HUMAN	sp|P10592|HSP72_YEAST	66.069	613	808	0.0
sp|P11021|BIP_HUMAN	sp|P11484|SSB1_YEAST	58.596	570	664	0.0
sp|P11021|BIP_HUMAN	sp|P40150|SSB2_YEAST	58.596	570	664	0.0
sp|P11021|BIP_HUMAN	sp|P0CS90|HSP77_YEAST	51.144	612	592	0.0
sp|P11021|BIP_HUMAN	sp|P39987|HSP7E_YEAST	48.796	623	565	0.0
sp|P11021|BIP_HUMAN	sp|Q05931|HSP7Q_YEAST	43.954	612	492	3.60e-168
sp|P11021|BIP_HUMAN	sp|P32589|HSP7F_YEAST	28.616	636	242	5.47e-72
sp|P11021|BIP_HUMAN	sp|P32590|HSP79_YEAST	28.927	643	231	4.64e-68
sp|Q9H9T3|ELP3_HUMAN	sp|Q02908|ELP3_YEAST	74.135	549	856	0.0
sp|Q9HD20|AT131_HUMAN	sp|P39986|SPF1_YEAST	40.328	1158	840	0.0
sp|Q9HD20|AT131_HUMAN	sp|Q12697|YPK9_YEAST	29.341	835	323	1.14e-92
sp|Q9HD20|AT131_HUMAN	sp|Q12697|YPK9_YEAST	25.506	247	74.3	2.07e-14
sp|Q9HD20|AT131_HUMAN	sp|P13586|ATC1_YEAST	21.862	741	84.7	1.19e-17
sp|Q9HD20|AT131_HUMAN	sp|P40527|ATC7_YEAST	21.816	683	80.1	3.24e-16
sp|Q9HD20|AT131_HUMAN	sp|P38929|ATC2_YEAST	26.705	176	67.0	3.14e-12
sp|Q9HD20|AT131_HUMAN	sp|Q12674|ATC8_YEAST	21.667	240	57.4	2.80e-09
sp|Q9HD20|AT131_HUMAN	sp|P39524|ATC3_YEAST	21.480	689	55.5	1.33e-08
sp|Q9HD20|AT131_HUMAN	sp|Q12691|ATN5_YEAST	22.258	310	54.3	2.36e-08
sp|Q9HD20|AT131_HUMAN	sp|Q01896|ATN2_YEAST	22.258	310	54.3	2.61e-08
sp|Q9HD20|AT131_HUMAN	sp|P13587|ATN1_YEAST	22.258	310	54.3	2.66e-08
sp|P18074|ERCC2_HUMAN	sp|P06839|RAD3_YEAST	53.012	747	835	0.0
sp|P18074|ERCC2_HUMAN	sp|P22516|CHL1_YEAST	27.055	292	119	6.30e-29
sp|P18074|ERCC2_HUMAN	sp|P22516|CHL1_YEAST	28.358	201	69.7	2.11e-13
sp|P19447|ERCC3_HUMAN	sp|Q00578|RAD25_YEAST	56.379	729	816	0.0
sp|P51532|SMCA4_HUMAN	sp|P22082|SNF2_YEAST	51.798	751	748	0.0
sp|P51532|SMCA4_HUMAN	sp|P22082|SNF2_YEAST	30.114	176	75.9	1.02e-14
sp|P51532|SMCA4_HUMAN	sp|P22082|SNF2_YEAST	40.000	85	75.9	1.24e-14
sp|P51532|SMCA4_HUMAN	sp|P32597|STH1_YEAST	53.926	675	687	0.0
sp|P51532|SMCA4_HUMAN	sp|P32597|STH1_YEAST	31.646	237	108	8.46e-25
sp|P51532|SMCA4_HUMAN	sp|Q08773|ISW2_YEAST	46.232	491	461	9.19e-141
sp|P51532|SMCA4_HUMAN	sp|P38144|ISW1_YEAST	44.465	533	437	4.75e-132
sp|P51532|SMCA4_HUMAN	sp|P32657|CHD1_YEAST	43.249	511	417	7.67e-123
sp|P51532|SMCA4_HUMAN	sp|P43610|IRC5_YEAST	38.726	581	382	3.55e-115
sp|P51532|SMCA4_HUMAN	sp|P31380|FUN30_YEAST	35.316	538	288	3.53e-81
sp|P51532|SMCA4_HUMAN	sp|P32333|BTAF1_YEAST	34.211	532	288	6.02e-80
sp|P51532|SMCA4_HUMAN	sp|Q05471|SWR1_YEAST	43.168	322	272	6.08e-75
sp|P51532|SMCA4_HUMAN	sp|Q05471|SWR1_YEAST	46.154	156	155	4.06e-39
sp|P51532|SMCA4_HUMAN	sp|P40352|RAD26_YEAST	30.654	535	265	5.40e-74
sp|P51532|SMCA4_HUMAN	sp|P53115|INO80_YEAST	38.750	320	255	6.63e-70
sp|P51532|SMCA4_HUMAN	sp|P53115|INO80_YEAST	50.000	152	157	1.02e-39
sp|P51532|SMCA4_HUMAN	sp|P32863|RAD54_YEAST	31.679	524	219	1.02e-59
sp|P51532|SMCA4_HUMAN	sp|P38086|RDH54_YEAST	29.865	519	209	2.25e-56
sp|P51532|SMCA4_HUMAN	sp|P31244|RAD16_YEAST	34.320	169	92.4	6.00e-20
sp|P51532|SMCA4_HUMAN	sp|P31244|RAD16_YEAST	31.088	193	89.0	8.68e-19
sp|P51532|SMCA4_HUMAN	sp|P32849|RAD5_YEAST	24.179	335	83.6	4.23e-17
sp|P51532|SMCA4_HUMAN	sp|P32849|RAD5_YEAST	37.398	123	79.0	1.04e-15
sp|P51532|SMCA4_HUMAN	sp|Q08562|ULS1_YEAST	29.384	211	83.2	6.01e-17
sp|P51532|SMCA4_HUMAN	sp|Q08562|ULS1_YEAST	24.348	345	77.4	4.22e-15
sp|P51532|SMCA4_HUMAN	sp|Q03330|GCN5_YEAST	26.250	80	48.9	1.22e-06
sp|P51531|SMCA2_HUMAN	sp|P22082|SNF2_YEAST	55.471	658	749	0.0
sp|P51531|SMCA2_HUMAN	sp|P22082|SNF2_YEAST	30.286	175	75.1	1.79e-14
sp|P51531|SMCA2_HUMAN	sp|P22082|SNF2_YEAST	41.463	82	74.3	2.99e-14
sp|P51531|SMCA2_HUMAN	sp|P32597|STH1_YEAST	57.734	653	713	0.0
sp|P51531|SMCA2_HUMAN	sp|P32597|STH1_YEAST	30.800	250	106	4.02e-24
sp|P51531|SMCA2_HUMAN	sp|P32597|STH1_YEAST	30.435	69	51.6	2.31e-07
sp|P51531|SMCA2_HUMAN	sp|Q08773|ISW2_YEAST	45.363	496	459	2.43e-140
sp|P51531|SMCA2_HUMAN	sp|P38144|ISW1_YEAST	44.299	535	441	9.89e-134
sp|P51531|SMCA2_HUMAN	sp|P32657|CHD1_YEAST	42.171	562	424	3.58e-125
sp|P51531|SMCA2_HUMAN	sp|P43610|IRC5_YEAST	35.994	664	374	1.47e-112
sp|P51531|SMCA2_HUMAN	sp|P32333|BTAF1_YEAST	34.857	525	298	6.51e-83
sp|P51531|SMCA2_HUMAN	sp|P31380|FUN30_YEAST	34.364	582	285	4.45e-80
sp|P51531|SMCA2_HUMAN	sp|Q05471|SWR1_YEAST	42.547	322	272	3.55e-75
sp|P51531|SMCA2_HUMAN	sp|Q05471|SWR1_YEAST	45.513	156	155	6.09e-39
sp|P51531|SMCA2_HUMAN	sp|P40352|RAD26_YEAST	30.093	535	265	7.27e-74
sp|P51531|SMCA2_HUMAN	sp|P53115|INO80_YEAST	37.963	324	251	9.66e-69
sp|P51531|SMCA2_HUMAN	sp|P53115|INO80_YEAST	49.020	153	155	4.77e-39
sp|P51531|SMCA2_HUMAN	sp|P32863|RAD54_YEAST	31.405	484	218	1.47e-59
sp|P51531|SMCA2_HUMAN	sp|P38086|RDH54_YEAST	28.543	508	204	1.00e-54
sp|P51531|SMCA2_HUMAN	sp|P31244|RAD16_YEAST	31.606	193	89.4	5.36e-19
sp|P51531|SMCA2_HUMAN	sp|P31244|RAD16_YEAST	33.129	163	87.0	2.74e-18
sp|P51531|SMCA2_HUMAN	sp|Q08562|ULS1_YEAST	29.858	211	86.3	6.51e-18
sp|P51531|SMCA2_HUMAN	sp|Q08562|ULS1_YEAST	24.747	396	79.3	9.22e-16
sp|P51531|SMCA2_HUMAN	sp|P32849|RAD5_YEAST	24.776	335	82.8	6.44e-17
sp|P51531|SMCA2_HUMAN	sp|P32849|RAD5_YEAST	36.585	123	77.4	2.85e-15
sp|P51531|SMCA2_HUMAN	sp|Q03330|GCN5_YEAST	26.250	80	49.7	5.58e-07
sp|Q14692|BMS1_HUMAN	sp|Q08965|BMS1_YEAST	45.351	527	429	2.70e-131
sp|Q14692|BMS1_HUMAN	sp|Q08965|BMS1_YEAST	46.781	466	414	8.37e-126
sp|Q14692|BMS1_HUMAN	sp|Q07381|TSR1_YEAST	25.938	320	64.7	1.43e-11
sp|Q14692|BMS1_HUMAN	sp|Q07381|TSR1_YEAST	19.697	198	45.8	9.21e-06
sp|Q12965|MYO1E_HUMAN	sp|Q04439|MYO5_YEAST	39.626	1176	767	0.0
sp|Q12965|MYO1E_HUMAN	sp|P36006|MYO3_YEAST	44.284	901	741	0.0
sp|Q12965|MYO1E_HUMAN	sp|P32492|MYO4_YEAST	38.636	748	481	1.92e-149
sp|Q12965|MYO1E_HUMAN	sp|P19524|MYO2_YEAST	37.550	751	457	4.41e-140
sp|Q12965|MYO1E_HUMAN	sp|P08964|MYO1_YEAST	34.610	757	395	3.87e-117
sp|Q12965|MYO1E_HUMAN	sp|P43603|LSB3_YEAST	36.709	79	61.6	8.46e-11
sp|Q12965|MYO1E_HUMAN	sp|P32793|YSC84_YEAST	43.636	55	54.3	1.39e-08
sp|Q96RP9|EFGM_HUMAN	sp|P25039|EFGM_YEAST	57.184	696	811	0.0
sp|Q96RP9|EFGM_HUMAN	sp|P39677|RRF2M_YEAST	34.082	534	280	5.40e-84
sp|Q96RP9|EFGM_HUMAN	sp|P32324|EF2_YEAST	23.651	482	112	9.82e-27
sp|Q96RP9|EFGM_HUMAN	sp|P32324|EF2_YEAST	38.926	149	92.0	2.52e-20
sp|Q96RP9|EFGM_HUMAN	sp|P46943|GUF1_YEAST	37.063	143	89.7	9.86e-20
sp|Q96RP9|EFGM_HUMAN	sp|P53893|RIA1_YEAST	36.486	148	76.6	1.71e-15
sp|Q96RP9|EFGM_HUMAN	sp|P53893|RIA1_YEAST	23.750	160	48.5	7.99e-07
sp|Q96RP9|EFGM_HUMAN	sp|P53893|RIA1_YEAST	24.138	145	47.0	2.41e-06
sp|Q96RP9|EFGM_HUMAN	sp|P36048|SN114_YEAST	30.675	163	61.2	1.08e-10
sp|Q96RP9|EFGM_HUMAN	sp|P02992|EFTU_YEAST	31.613	155	58.5	3.67e-10
sp|Q96RP9|EFGM_HUMAN	sp|P02994|EF1A_YEAST	26.744	172	55.8	3.19e-09
sp|Q96RP9|EFGM_HUMAN	sp|P32769|HBS1_YEAST	25.000	164	54.7	8.76e-09
