Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
P00546	reviewed	CDK1_YEAST	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (Cell division control protein 28) (Cell division protein kinase 1)	CDC28 CDK1 HSL5 SRM5 YBR160W YBR1211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	cellular bud neck [GO:0005935]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; histone binding [GO:0042393]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II complex binding [GO:0000993]; 7-methylguanosine mRNA capping [GO:0006370]; cell division [GO:0051301]; DNA damage response [GO:0006974]; DNA double-strand break processing [GO:0000729]; double-strand break repair via nonhomologous end joining [GO:0006303]; G1/S transition of mitotic cell cycle [GO:0000082]; G2/M transition of mitotic cell cycle [GO:0000086]; meiotic DNA double-strand break processing [GO:0000706]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid biorientation [GO:1990758]; mitotic spindle assembly [GO:0090307]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033]; negative regulation of meiotic cell cycle [GO:0051447]; negative regulation of mitotic actomyosin contractile ring assembly [GO:1903500]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of sister chromatid cohesion [GO:0045875]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of glycogen catabolic process [GO:0045819]; positive regulation of meiotic cell cycle [GO:0051446]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of mitotic DNA damage checkpoint [GO:1904291]; positive regulation of mitotic spindle pole body separation [GO:0010696]; positive regulation of nuclear cell cycle DNA replication [GO:0010571]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of trehalose catabolic process [GO:1901319]; positive regulation of triglyceride catabolic process [GO:0010898]; post-Golgi vesicle-mediated transport [GO:0006892]; protein catabolic process [GO:0030163]; protein localization to nuclear periphery [GO:1990139]; protein localization to nucleus [GO:0034504]; protein localization to spindle microtubule [GO:1902889]; protein phosphorylation [GO:0006468]; regulation of budding cell apical bud growth [GO:0010568]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of chromatin organization [GO:1902275]; regulation of DNA-templated transcription [GO:0006355]; regulation of filamentous growth [GO:0010570]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of gene expression [GO:0010468]; regulation of protein localization [GO:0032880]; regulation of protein localization to chromatin [GO:1905634]; regulation of spindle assembly [GO:0090169]; regulation of telomere maintenance via telomerase [GO:0032210]; signal transduction [GO:0007165]; synaptonemal complex assembly [GO:0007130]	GO:0000082; GO:0000086; GO:0000122; GO:0000278; GO:0000307; GO:0000706; GO:0000729; GO:0000993; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005935; GO:0006303; GO:0006355; GO:0006370; GO:0006468; GO:0006892; GO:0006974; GO:0007130; GO:0007165; GO:0010389; GO:0010468; GO:0010494; GO:0010568; GO:0010570; GO:0010571; GO:0010696; GO:0010898; GO:0030163; GO:0030332; GO:0032210; GO:0032880; GO:0034504; GO:0042393; GO:0045819; GO:0045875; GO:0045892; GO:0045893; GO:0045930; GO:0045931; GO:0045944; GO:0051301; GO:0051446; GO:0051447; GO:0090169; GO:0090307; GO:0106310; GO:1901319; GO:1902275; GO:1902806; GO:1902889; GO:1903500; GO:1904291; GO:1905168; GO:1905634; GO:1990139; GO:1990758; GO:2001033
P00549	reviewed	KPYK1_YEAST	Pyruvate kinase 1 (PK 1) (EC 2.7.1.40) (cell division cycle protein 19)	CDC19 PYK1 YAL038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]; glycolytic process [GO:0006096]; pyruvate metabolic process [GO:0006090]	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0005886; GO:0006090; GO:0006096; GO:0016301; GO:0030955
P00560	reviewed	PGK_YEAST	Phosphoglycerate kinase (EC 2.7.2.3)	PGK1 YCR012W YCR12W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004618; GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0043531; GO:0046872
P00572	reviewed	KTHY_YEAST	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	CDC8 YJR057W J1715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; UMP/dUMP kinase activity [GO:0009041]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]	GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005737; GO:0006227; GO:0006233; GO:0006235; GO:0009041
P00635	reviewed	PPA5_YEAST	Repressible acid phosphatase (EC 3.1.3.2) (P60)	PHO5 YBR093C YBR0814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467	cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; acid phosphatase activity [GO:0003993]; nucleoside triphosphate diphosphatase activity [GO:0047429]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; cellular response to phosphate starvation [GO:0016036]; phosphate-containing compound metabolic process [GO:0006796]; regulation of cell size [GO:0008361]	GO:0003993; GO:0005576; GO:0006796; GO:0008361; GO:0009277; GO:0016036; GO:0017111; GO:0047429; GO:0071944
P00724	reviewed	INV2_YEAST	Invertase 2 (EC 3.2.1.26) (Beta-fructofuranosidase 2) (Saccharase)	SUC2 YIL162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; beta-fructofuranosidase activity [GO:0004564]; inulinase activity [GO:0051670]; sucrose alpha-glucosidase activity [GO:0004575]; fructan catabolic process [GO:0010147]; inulin catabolic process [GO:1902927]; raffinose catabolic process [GO:0034484]; sucrose catabolic process [GO:0005987]	GO:0000324; GO:0004564; GO:0004575; GO:0005576; GO:0005737; GO:0005739; GO:0005987; GO:0010147; GO:0034484; GO:0051670; GO:0071944; GO:1902927
P00729	reviewed	CBPY_YEAST	Carboxypeptidase Y (CPD-Y) (cpY) (EC 3.4.16.5) (Carboxypeptidase YSCY)	PRC1 YMR297W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fungal-type vacuole [GO:0000324]; fungal-type vacuole lumen [GO:0000328]; vacuolar lumen [GO:0005775]; serine-type carboxypeptidase activity [GO:0004185]; cellular response to nitrogen starvation [GO:0006995]; macroautophagy [GO:0016236]; phytochelatin biosynthetic process [GO:0046938]; zymogen activation [GO:0031638]	GO:0000324; GO:0000328; GO:0004185; GO:0005576; GO:0005737; GO:0005775; GO:0005783; GO:0006995; GO:0016236; GO:0031638; GO:0046938
P00812	reviewed	ARGI_YEAST	Arginase (EC 3.5.3.1)	CAR1 YPL111W LPH15W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; ornithine carbamoyltransferase inhibitor complex [GO:1903269]; arginase activity [GO:0004053]; manganese ion binding [GO:0030145]; ornithine carbamoyltransferase inhibitor activity [GO:0090369]; zinc ion binding [GO:0008270]; arginine catabolic process to ornithine [GO:0019547]; regulation of ornithine metabolic process [GO:0090368]; urea cycle [GO:0000050]	GO:0000050; GO:0004053; GO:0005634; GO:0005737; GO:0005829; GO:0008270; GO:0019547; GO:0030145; GO:0043332; GO:0090368; GO:0090369; GO:1903269
P00815	reviewed	HIS2_YEAST	Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]	HIS4 YCL030C YCL183 YCL30C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	799	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; histidinol dehydrogenase activity [GO:0004399]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; L-histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0004399; GO:0004635; GO:0004636; GO:0005524; GO:0005737; GO:0046872; GO:0051287
P00817	reviewed	IPYR_YEAST	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	IPP1 PPA PPA1 YBR011C YBR0202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287	cytoplasm [GO:0005737]; nucleus [GO:0005634]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]	GO:0000287; GO:0004427; GO:0005634; GO:0005737; GO:0006796
P00830	reviewed	ATPB_YEAST	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)	ATP2 YJR121W J2041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	511	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase, catalytic core [GO:0045267]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	GO:0005524; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0015986; GO:0016887; GO:0042776; GO:0045259; GO:0045261; GO:0045267; GO:0046933; GO:0046961
P00854	reviewed	ATP6_YEAST	ATP synthase subunit a (F-ATPase protein 6)	ATP6 OLI2 OLI4 PHO1 Q0085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	259	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]	GO:0005739; GO:0005743; GO:0015078; GO:0015986; GO:0045259; GO:0045263
P00890	reviewed	CISY1_YEAST	Citrate synthase, mitochondrial (EC 2.3.3.1)	CIT1 GLU3 LYS6 YNR001C N2019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	479	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; citrate (Si)-synthase activity [GO:0004108]; citrate synthase activity [GO:0036440]; acetyl-CoA catabolic process [GO:0046356]; carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]	GO:0004108; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0005975; GO:0006099; GO:0006101; GO:0036440; GO:0046356
P00924	reviewed	ENO1_YEAST	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; melatonin binding [GO:1904408]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]	GO:0000015; GO:0000287; GO:0000324; GO:0004634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006096; GO:0032889; GO:1904408
P00925	reviewed	ENO2_YEAST	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	ENO2 ENOB YHR174W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; melatonin binding [GO:1904408]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]	GO:0000015; GO:0000287; GO:0000324; GO:0004634; GO:0005739; GO:0005829; GO:0005886; GO:0006096; GO:0009898; GO:0032889; GO:1904408
P00927	reviewed	THDH_YEAST	Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)	ILV1 YER086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576	mitochondrion [GO:0005739]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]; isoleucine biosynthetic process [GO:0009097]; threonine catabolic process [GO:0006567]	GO:0004794; GO:0005739; GO:0006567; GO:0009097; GO:0030170
P00937	reviewed	TRPG_YEAST	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]	TRP3 YKL211C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	484	anthranilate synthase complex [GO:0005950]; cytoplasm [GO:0005737]; anthranilate synthase activity [GO:0004049]; indole-3-glycerol-phosphate synthase activity [GO:0004425]; glutamine metabolic process [GO:0006541]; L-tryptophan biosynthetic process [GO:0000162]	GO:0000162; GO:0004049; GO:0004425; GO:0005737; GO:0005950; GO:0006541
P00942	reviewed	TPIS_YEAST	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1 YDR050C YD9609.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	248	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	GO:0004807; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0019563; GO:0046166
P00950	reviewed	PMG1_YEAST	Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)	GPM1 GPM YKL152C YKL607	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; phosphoglycerate mutase activity [GO:0004619]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004619; GO:0005739; GO:0005741; GO:0005758; GO:0005829; GO:0006094; GO:0006096
P00958	reviewed	SYMC_YEAST	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	MES1 YGR264C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; methionyl glutamyl tRNA synthetase complex [GO:0017102]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; sequence-specific mRNA binding [GO:1990825]; glutamyl-tRNA aminoacylation [GO:0006424]; methionyl-tRNA aminoacylation [GO:0006431]	GO:0004825; GO:0005524; GO:0005737; GO:0005829; GO:0006424; GO:0006431; GO:0010494; GO:0017101; GO:0017102; GO:1990825
P01094	reviewed	IPA3_YEAST	Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)	PAI3 YMR174C YM8010.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; vacuole [GO:0005773]; aspartic-type endopeptidase inhibitor activity [GO:0019828]; endopeptidase inhibitor activity [GO:0004866]; protease binding [GO:0002020]; negative regulation of endopeptidase activity [GO:0010951]; protein catabolic process in the vacuole [GO:0007039]	GO:0002020; GO:0004866; GO:0005634; GO:0005737; GO:0005773; GO:0007039; GO:0010951; GO:0019828; GO:0032991
P01119	reviewed	RAS1_YEAST	Ras-like protein 1 (EC 3.6.5.2)	RAS1 YOR101W YOR3205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; protein localization to bud neck [GO:0097271]	GO:0003924; GO:0003925; GO:0005525; GO:0005634; GO:0005737; GO:0005886; GO:0007189; GO:0019003; GO:0071944; GO:0097271
P01120	reviewed	RAS2_YEAST	Ras-like protein 2 (EC 3.6.5.2)	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322	cell periphery [GO:0071944]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ascospore formation [GO:0030437]; cellular response to glucose starvation [GO:0042149]; cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]; macroautophagy [GO:0016236]; positive regulation of pseudohyphal growth [GO:2000222]; positive regulation of transcription by galactose [GO:0000411]; protein localization to bud neck [GO:0097271]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]	GO:0000411; GO:0003924; GO:0003925; GO:0005525; GO:0005634; GO:0005739; GO:0005789; GO:0005886; GO:0007165; GO:0010603; GO:0016236; GO:0019003; GO:0030437; GO:0032258; GO:0032880; GO:0042149; GO:0071944; GO:0097271; GO:2000222
P01123	reviewed	YPT1_YEAST	GTP-binding protein YPT1 (Protein YP2) (Rab GTPase YPT1) (Transport GTPase YPT1)	YPT1 YP2 YFL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206	cis-Golgi network [GO:0005801]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; mitochondrion [GO:0005739]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SNARE binding [GO:0000149]; autophagosome assembly [GO:0000045]; COPII-coated vesicle budding [GO:0090114]; cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]; early endosome to Golgi transport [GO:0034498]; endocytic recycling [GO:0032456]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle budding [GO:0048194]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; pre-mRNA catabolic process [GO:1990261]; protein localization to phagophore assembly site [GO:0034497]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]; reticulophagy [GO:0061709]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; SNARE complex assembly [GO:0035493]; SNARE complex disassembly [GO:0035494]	GO:0000045; GO:0000139; GO:0000149; GO:0000407; GO:0003924; GO:0005525; GO:0005739; GO:0005789; GO:0005795; GO:0005801; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0012505; GO:0016236; GO:0031410; GO:0032258; GO:0032456; GO:0034045; GO:0034497; GO:0034498; GO:0035493; GO:0035494; GO:0048194; GO:0048211; GO:0061709; GO:0090114; GO:1900101; GO:1990261
