From	To
Q12090	4932.YLR107W
Q12096	4932.YOR320C
Q12102	4932.YLR115W
Q12104	4932.YOR166C
Q12107	4932.YLR102C
Q12122	4932.YDL131W
Q12125	4932.YOR164C
Q12132	4932.YPL230W
Q12133	4932.YLR066W
Q12143	4932.YPL233W
Q12153	4932.YDR312W
Q12156	4932.YDR063W
Q12161	4932.YOL054W
Q12163	4932.YDR162C
Q12165	4932.YDL004W
Q12171	4932.YOR147W
Q12172	4932.YOR162C
Q12175	4932.YDL154W
Q12180	4932.YOL089C
Q12185	4932.YDR018C
Q12192	4932.YOR279C
Q12199	4932.YPR040W
Q12204	4932.YOR022C
Q12205	4932.YLR057W
Q12209	4932.YLR047C
Q12214	4932.YPR068C
Q12215	4932.YOL105C
Q12218	4932.YOR009W
Q12219	4932.YOR114W
Q12232	4932.YOR154W
Q12233	4932.YPR020W
Q12234	4932.YOR216C
Q12235	4932.YLL055W
Q12242	4932.YOR138C
Q12245	4932.YPL144W
Q12270	4932.YPL246C
Q12283	4932.YOR221C
Q12289	4932.YOR100C
Q12296	4932.YOL060C
Q12308	4932.YPL007C
Q12318	4932.YLR376C
Q12325	4932.YLR092W
Q12326	4932.YOL056W
Q12329	4932.YDR171W
Q12335	4932.YDR032C
Q12338	4932.YLR154C
Q12342	4932.YDL146W
Q12345	4932.YLR052W
Q12347	4932.YLR097C
Q12348	4932.YOL117W
Q12359	4932.YDR384C
Q12369	4932.YLL003W
Q12372	4932.YLL061W
Q12375	4932.YOR130C
Q12378	4932.YDR066C
Q12385	4932.YLR099C
Q12387	4932.YOL076W
Q12390	4932.YLL060C
Q12395	4932.YLR128W
Q12398	4932.YOR032C
Q12403	4932.YDL018C
Q12405	4932.YOR084W
Q12408	4932.YDL046W
Q12415	4932.YOR110W
Q12420	4932.YOR308C
Q12425	4932.YPR067W
Q12427	4932.YDR169C
Q12431	4932.YLL014W
Q12433	4932.YOR023C
Q12434	4932.YDL135C
Q12442	4932.YOL002C
Q12447	4932.YDR071C
Q12450	4932.YOR016C
Q12453	4932.YOR112W
Q12455	4932.YLR146C
Q12458	4932.YDR368W
Q12471	4932.YOL136C
Q12487	4932.YOR150W
Q12493	4932.YDR383C
Q12507	4932.YOR315W
Q12520	4932.YPL244C
Q12525	4932.YLL062C
Q12676	4932.YMR113W
Q12743	4932.YDR411C
Q12751	4932.YMR185W
Q12753	4932.YPR008W
Q2V2P4	4932.YIL156W-B
Q2V2P9	4932.YDR119W-A
Q3E705	4932.YGR271C-A
Q3E731	4932.YLL018C-A
Q3E785	4932.YDR379C-A
Q3E790	4932.YBR058C-A
Q3E798	4932.YLR099W-A
Q3E7B2	4932.YJL062W-A
Q3E7C1	4932.YDR079C-A
Q3E7X8	4932.YEL077C
Q3E7Y3	4932.YLR367W
Q3E7Y6	4932.YHR199C-A
Q3E827	4932.YJR005C-A
Q3E829	4932.YDL160C-A
Q3E834	4932.YER074W-A
Q3E835	4932.YOL086W-A
Q6Q560	4932.YER048W-A
Q6Q595	4932.YBL091C-A
Q8TGJ3	4932.YNL024C-A
Q99181	4932.YOR319W
Q99186	4932.YOL062C
Q99188	4932.YOR107W
Q99189	4932.YOR160W
Q99288	4932.YDR051C
Q99297	4932.YOR222W
Q99316	4932.YOL088C
Q99332	4932.YOR324C
Q99344	4932.YPR066W
Q99359	4932.YDR014W
Q99393	4932.YOL101C
Q9P305	4932.YHR132W-A
Q9URQ5	4932.YCR020W-B
A2P2R3	4932.YMR084W
O14468	4932.YOR304C-A
P00498	4932.YER055C
P00912	4932.YDR007W
P02407	4932.YML024W
P03874	4932.YHL038C
P03875	4932.Q0050
P03876	4932.Q0055
P06174	4932.YOR278W
P07172	4932.YIL116W
P07236	4932.YKL194C
P07252	4932.YJL209W
P07390	4932.YNR045W
P08019	4932.YIL099W
P08459	4932.YDR522C
P08468	4932.YMR257C
P09007	4932.YCR018C
P09932	4932.YDL227C
P0C271	4932.YNL097C-B
P0C2H7	4932.YDR471W
P0CE11	4932.YER039C
P0CX10	4932.YOR393W
P0CX23	4932.YMR242C
P0CY07	4932.YCL066W
P0CY09	4932.YCL067C
P0CY11	4932.YCR097W
P10662	4932.YDR347W
P10663	4932.YPR166C
P11927	4932.YNL188W
P14127	4932.YDR447C
P14905	4932.YDR197W
P16151	4932.YDR414C
P16523	4932.YNL210W
P16547	4932.YIL136W
P16639	4932.YGL017W
P17123	4932.YHR152W
P17558	4932.YOR158W
P18411	4932.YAL008W
P18496	4932.YLR393W
P18634	4932.YLR392C
P18962	4932.YHR028C
P19956	4932.YMR225C
P20049	4932.YBR166C
P21264	4932.YOR128C
P21304	4932.YLR196W
P21339	4932.YOR188W
P21623	4932.YDR403W
P21705	4932.YNL314W
P22023	4932.YOR336W
P22215	4932.YOR307C
P22434	4932.YGL248W
P23250	4932.YIL119C
P23796	4932.YMR283C
P23797	4932.YMR281W
P24031	4932.YBR092C
P24720	4932.YOR350C
P25036	4932.YOR003W
P25040	4932.YOL022C
P25335	4932.YIR029W
P25351	4932.YCR023C
P25354	4932.YCR007C
P25366	4932.YCR095C
P25372	4932.YCR083W
P25380	4932.YCL048W
P25568	4932.YCL038C
P25579	4932.YCL051W
P25584	4932.YCL056C
P25585	4932.YCL058C
P25611	4932.YCR106W
P25617	4932.YCR016W
P25619	4932.YCR021C
P25642	4932.YCR071C
P25649	4932.YCR082W
P25659	4932.YCR076C
P28625	4932.YMR152W
P28778	4932.YKL003C
P28789	4932.YDL205C
P30402	4932.YMR271C
P30777	4932.YGL142C
P32317	4932.YEL052W
P32351	4932.YIL154C
P32375	4932.YIR027C
P32388	4932.YKL167C
P32435	4932.YGL089C
P32448	4932.YDL197C
P32452	4932.YNL316C
P32453	4932.YNL315C
P32487	4932.YNL268W
P32493	4932.YMR064W
P32572	4932.YNL204C
P32583	4932.YKR092C
P32606	4932.YOR017W
P32616	4932.YEL045C
P32634	4932.YER132C
P32645	4932.YER180C
P32770	4932.YDL167C
P32806	4932.YJL044C
P32857	4932.YKL039W
P32858	4932.YKL037W
P32896	4932.YDR081C
P32902	4932.YHL004W
P32903	4932.YCR024C-A
P33199	4932.YGL015C
P33303	4932.YJR095W
P33323	4932.YHR157W
P33331	4932.YER009W
P33335	4932.YPR198W
P33757	4932.YBR250W
P34228	4932.YBL066C
P34231	4932.YKL187C
P34234	4932.YKL183W
P34250	4932.YKL105C
P35172	4932.YBR001C
P35178	4932.YDR087C
P35195	4932.YBL001C
P35209	4932.YMR179W
P35724	4932.YKL064W
P35735	4932.YKL051W
P36026	4932.YKR098C
P36032	4932.YKL221W
P36038	4932.YKL208W
P36052	4932.YKL162C
P36054	4932.YKL159C
P36078	4932.YKL084W
P36090	4932.YKL047W
P36125	4932.YKR030W
P36137	4932.YKR044W
P36139	4932.YKR046C
P36141	4932.YKR049C
P36150	4932.YKR069W
P36157	4932.YKR077W
P36158	4932.YKR078W
P36172	4932.YKR105C
P36534	4932.YPL173W
P36973	4932.YDR441C
P37263	4932.YCR087C-A
P37267	4932.YGR174C
P37304	4932.YDR251W
P38061	4932.YBL092W
P38073	4932.YBR033W
P38079	4932.YBR054W
P38081	4932.YBR056W
P38087	4932.YBR104W
P38120	4932.YBR146W
P38124	4932.YBR008C
P38141	4932.YBR240C
P38142	4932.YBR241C
P38145	4932.YBR256C
P38151	4932.YBR233W
P38152	4932.YBR291C
P38156	4932.YBR298C
P38157	4932.YBR297W
P38172	4932.YBL095W
P38176	4932.YBL089W
P38197	4932.YBL036C
P38216	4932.YBR016W
P38229	4932.YBR045C
P38230	4932.YBR046C
P38232	4932.YBR050C
P38234	4932.YBR052C
P38281	4932.YBR151W
P38305	4932.YBR194W
P38312	4932.YBR210W
P38325	4932.YBR230C
P38330	4932.YBR238C
P38335	4932.YBR255W
P38343	4932.YBR266C
P38358	4932.YBR293W
P38693	4932.YHR215W
P38694	4932.YHR039C
P38702	4932.YHR002W
P38707	4932.YHR019C
P38708	4932.YHR020W
P38714	4932.YHR091C
P38732	4932.YHL039W
P38734	4932.YHL036W
P38738	4932.YHL029C
P38739	4932.YHL028W
P38745	4932.YHL017W
P38746	4932.YHL014C
P38750	4932.YHL008C
P38765	4932.YHR029C
P38767	4932.YHR032W
P38771	4932.YHR038W
P38774	4932.YHR044C
P38776	4932.YHR048W
P38784	4932.YHR060W
P38787	4932.YHR063C
P38790	4932.YHR067W
P38804	4932.YHR087W
P38809	4932.YHR097C
P38814	4932.YHR103W
P38819	4932.YHR110W
P38828	4932.YHR121W
P38829	4932.YHR122W
P38839	4932.YHR136C
P38848	4932.YHR150W
P38849	4932.YHR151C
P38852	4932.YHR156C
P38854	4932.YHR159W
P38872	4932.YHR185C
P38884	4932.YHR198C
P38885	4932.YHR199C
P38887	4932.YHR202W
P38913	4932.YDL045C
P38921	4932.YNL003C
P38958	4932.YDR079W
P38969	4932.YOR266W
P38971	4932.YNL270C
P39005	4932.YJL174W
P39101	4932.YER048C
P39110	4932.YMR138W
P39525	4932.YER061C
P39551	4932.YAR031W
P39567	4932.YAR073W
P39682	4932.YML046W
P39708	4932.YAL062W
P39709	4932.YAL067C
P39718	4932.YAL055W
P39937	4932.YER007W
P39944	4932.YER144C
P39955	4932.YER047C
P39959	4932.YER130C
P39961	4932.YER184C
P39965	4932.YER087W
P39967	4932.YER098W
P39981	4932.YEL064C
P39982	4932.YEL059W
P40002	4932.YEL007W
P40006	4932.YEL001C
P40036	4932.YER054C
P40037	4932.YER057C
P40039	4932.YER060W
P40041	4932.YER064C
P40050	4932.YER077C
P40060	4932.YER092W
P40081	4932.YER134C
P40095	4932.YER158C
P40100	4932.YER185W
P40155	4932.YNL214W
P40156	4932.YNL213C
P40187	4932.YIL045W
P40188	4932.YIL057C
P40210	4932.YMR140W
P40214	4932.YMR144W
P40309	4932.YJL094C
P40317	4932.YDR006C
P40325	4932.YGR268C
P40328	4932.YPL074W
P40342	4932.YNR004W
P40354	4932.YJR062C
P40355	4932.YJR061W
P40451	4932.YIL158W
P40463	4932.YIL135C
P40464	4932.YIL134W
P40483	4932.YIL108W
P40491	4932.YIL098C
P40496	4932.YIL093C
P40511	4932.YIL073C
P40525	4932.YIL052C
P40529	4932.YIL044C
P40531	4932.YIL041W
P40533	4932.YIL039W
P40544	4932.YIL023C
P40545	4932.YIL020C
P40546	4932.YIL019W
P40561	4932.YIR001C
P40570	4932.YIR014W
P40987	4932.YOR349W
P40990	4932.YDL107W
P41913	4932.YOR355W
P42222	4932.YMR323W
P42223	4932.YDR351W
P42834	4932.YNL328C
P42842	4932.YNL313C
P42883	4932.YNL332W
P42940	4932.YGR207C
P42941	4932.YGR208W
P42943	4932.YJL111W
P42948	4932.YJL105W
P43538	4932.YFL066C
P43548	4932.YFL055W
P43557	4932.YFL046W
P43562	4932.YFL040W
P43570	4932.YFL027C
P43591	4932.YFR007W
P43597	4932.YFR016C
P43598	4932.YFR017C
P43607	4932.YFR032C
P43611	4932.YFR039C
P43613	4932.YFR041C
P43615	4932.YFR043C
P43620	4932.YFR048W
P45819	4932.YGL170C
P45820	4932.YGL168W
P46955	4932.YJL116C
P46958	4932.YJL146W
P46973	4932.YJR055W
P46983	4932.YJL185C
P46993	4932.YJL170C
P46997	4932.YJL162C
P46999	4932.YJL160C
P47005	4932.YJL149W
P47007	4932.YJL147C
P47015	4932.YJL131C
P47018	4932.YJL123C
P47046	4932.YJL051W
P47048	4932.YJL049W
P47049	4932.YJL048C
P47051	4932.YJL046W
P47081	4932.YJL003W
P47084	4932.YJR003C
P47085	4932.YJR008W
P47111	4932.YJR044C
P47127	4932.YJR080C
P47140	4932.YJR100C
P47141	4932.YJR101W
P47148	4932.YJR111C
P47153	4932.YJR116W
P47155	4932.YJR118C
P47163	4932.YJR129C
P47165	4932.YJR133W
P47166	4932.YJR134C
P47172	4932.YJR141W
P47175	4932.YJR147W
P47177	4932.YJR149W
P47183	4932.YJR156C
P47187	4932.YJR161C
P47976	4932.YDR151C
P48353	4932.YMR161W
P48362	4932.YGR187C
P48526	4932.YPL040C
P48560	4932.YNL300W
P48564	4932.YNL295W
P50080	4932.YGR224W
P50104	4932.YMR019W
P50112	4932.YDL049C
P50113	4932.YGL154C
P50273	4932.YDR350C
P52290	4932.YDL024C
P52911	4932.YDR261C
P52918	4932.YDR335W
P52924	4932.YNR075W
P53036	4932.YGL229C
P53046	4932.YGR070W
P53047	4932.YGR213C
P53058	4932.YGL258W
P53060	4932.YGL250W
P53072	4932.YGL232W
P53099	4932.YGL186C
P53100	4932.YGL185C
P53118	4932.YGL144C
P53130	4932.YGL121C
P53139	4932.YGL108C
P53142	4932.YGL104C
P53147	4932.YGL096W
P53155	4932.YGL082W
P53172	4932.YGL056C
P53183	4932.YGL039W
P53200	4932.YGR001C
P53203	4932.YGR004W
P53241	4932.YGR065C
P53248	4932.YGR077C
P53253	4932.YGR089W
P53257	4932.YGR096W
P53278	4932.YGR130C
P53279	4932.YGR131W
P53285	4932.YGR141W
P53289	4932.YGR161C
P53292	4932.YGR165W
P53304	4932.YGR212W
P53305	4932.YGR215W
P53315	4932.YGR248W
P53316	4932.YGR250C
P53319	4932.YGR256W
P53338	4932.YGR288W
P53394	4932.YPR003C
P53438	4932.YMR016C
P53630	4932.YNR057C
P53723	4932.YNR021W
P53724	4932.YNR022C
P53728	4932.YNR028W
P53733	4932.YNR037C
P53735	4932.YNR039C
P53744	4932.YNR056C
P53755	4932.YNR069C
P53835	4932.YNL279W
P53850	4932.YNL254C
P53857	4932.YNL234W
P53873	4932.YNL187W
P53878	4932.YNL181W
P53882	4932.YNL176C
P53883	4932.YNL175C
P53885	4932.YNL173C
P53892	4932.YNL164C
P53898	4932.YNL156C
P53913	4932.YNL133C
P53918	4932.YNL125C
P53949	4932.YNL056W
P53958	4932.YNL042W
P53960	4932.YNL040W
P53961	4932.YNL038W
P53970	4932.YNL024C
P54005	4932.YMR316W
P56508	4932.YDR525W-A
P87262	4932.YER056C-A
P87275	4932.YER093C-A
P89113	4932.YOL052C-A
Q00453	4932.YMR182C
Q00873	4932.YKL087C
Q01766	4932.YPR005C
Q02608	4932.YPL013C
Q02710	4932.YPL021W
Q02772	4932.YJR034W
Q02803	4932.YPL052W
Q02863	4932.YPL072W
Q02875	4932.YPL105C
Q02889	4932.YPL098C
Q02961	4932.YPL113C
Q02981	4932.YPL109C
Q03029	4932.YPL130W
Q03079	4932.YPL041C
Q03085	4932.YPL033C
Q03153	4932.YMR098C
Q03201	4932.YDR041W
Q03264	4932.YMR285C
Q03266	4932.YMR289W
Q03419	4932.YDR492W
Q03441	4932.YDL001W
Q03482	4932.YDR210W
Q03516	4932.YMR266W
Q03525	4932.YMR269W
Q03652	4932.YMR211W
Q03667	4932.YMR002W
Q03673	4932.YMR003W
Q03697	4932.YML038C
Q03760	4932.YML107C
Q03786	4932.YDR248C
Q03796	4932.YMR156C
Q03798	4932.YMR157C
Q03799	4932.YMR158W
Q03880	4932.YMR123W
Q03899	4932.YDR131C
Q03942	4932.YDR198C
Q03976	4932.YDR175C
Q04005	4932.YDR184C
Q04007	4932.YDR186C
Q04083	4932.YDR438W
Q04201	4932.YML101C
Q04210	4932.YMR040W
Q04212	4932.YMR041C
Q04216	4932.YMR126C
Q04225	4932.YMR131C
Q04233	4932.YML006C
Q04301	4932.YMR088C
Q04329	4932.YMR195W
Q04341	4932.YDR031W
Q04399	4932.YDR506C
Q04411	4932.YDR520C
Q04418	4932.YDR527W
Q04429	4932.YDR528W
Q04487	4932.YMR118C
Q04516	4932.YML087C
Q04533	4932.YML082W
Q04585	4932.YDR109C
Q04598	4932.YDR115W
Q04599	4932.YDR116C
Q04600	4932.YDR117C
Q04602	4932.YDR119W
Q04623	4932.YDR125C
Q04689	4932.YML050W
Q04734	4932.YMR063W
Q04767	4932.YMR071C
Q04772	4932.YMR073C
Q04792	4932.YMR250W
Q04806	4932.YMR251W
Q04922	4932.YDR219C
Q05015	4932.YMR222C
Q05648	4932.YDR282C
Q05672	4932.YDL189W
Q05676	4932.YEL059C-A
Q05827	4932.YMR251W-A
Q05863	4932.YLR281C
Q05905	4932.YLR301W
Q05955	4932.YLR227C
Q06108	4932.YPR115W
Q06109	4932.YPR116W
Q06116	4932.YPR117W
Q06134	4932.YLR341W
Q06177	4932.YLR327C
Q06200	4932.YLR443W
Q06214	4932.YPR169W
Q06216	4932.YLR273C
Q06466	4932.YPR157W
Q06469	4932.YPR158W
Q06479	4932.YLR352W
Q06485	4932.YLR356W
Q06490	4932.YPR121W
Q06494	4932.YPR127W
Q06543	4932.YLR243W
Q06563	4932.YLR251W
Q06597	4932.YPR200C
Q06636	4932.YDR302W
Q06640	4932.YDR306C
Q06644	4932.YDR307W
Q06665	4932.YDR314C
Q06673	4932.YLR436C
Q06686	4932.YLR411W
Q06688	4932.YLR412W
Q06689	4932.YLR413W
Q06698	4932.YLR419W
Q06707	4932.YLR385C
Q06820	4932.YPR083W
Q06822	4932.YPR085C
Q07349	4932.YDL027C
Q07351	4932.YDL048C
Q07362	4932.YDL053C
Q07376	4932.YDL054C
Q07451	4932.YDL072C
Q07458	4932.YDL076C
Q07549	4932.YDL123W
Q07622	4932.YDL203C
Q07653	4932.YDL223C
Q07655	4932.YDL224C
Q07660	4932.YDL231C
Q07684	4932.YDL233W
Q07748	4932.YDL244W
Q07786	4932.YDL246C
Q07788	4932.YDL248W
Q07798	4932.YLL005C
Q07843	4932.YLL033W
Q07872	4932.YLL038C
Q07897	4932.YLR003C
Q07904	4932.YLR004C
Q07959	4932.YLR023C
Q07987	4932.YLR037C
Q07988	4932.YLR040C
Q07990	4932.YLR042C
Q08045	4932.YLR104W
Q08058	4932.YOL008W
Q08182	4932.YOL028C
Q08202	4932.YOL032W
Q08223	4932.YOL053W
Q08225	4932.YOL057W
Q08226	4932.YOL063C
Q08227	4932.YOL065C
Q08234	4932.YOL075C
Q08268	4932.YOL119C
Q08280	4932.YOL137W
Q08347	4932.YOL164W
Q08416	4932.YOR044W
Q08421	4932.YOR051C
Q08422	4932.YOR052C
Q08553	4932.YOR179C
Q08646	4932.YOR242C
Q08693	4932.YOR256C
Q08729	4932.YOR264W
Q08750	4932.YOR298W
Q08777	4932.YOR306C
Q08818	4932.YOR354C
Q08904	4932.YOR380W
Q08919	4932.YPL176C
Q08926	4932.YPL186C
Q08932	4932.YPL193W
Q08956	4932.YPL201C
Q08971	4932.YPL225W
Q12020	4932.YLR082C
Q12021	4932.YDR030C
Q12026	4932.YLR053C
Q12036	4932.YPL148C
Q12040	4932.YOR283W
Q12057	4932.YOR104W
Q12059	4932.YPL003W
Q12089	4932.YPL005W
Q12091	4932.YPL170W
Q12103	4932.YDL109C
Q12108	4932.YOR118W
Q12109	4932.YOL097C
Q12117	4932.YDR033W
Q12119	4932.YER060W-A
Q12128	4932.YOR134W
Q12139	4932.YPR022C
Q12144	4932.YLR064W
Q12145	4932.YPR013C
Q12155	4932.YLR050C
Q12167	4932.YDR065W
Q12189	4932.YOR095C
Q12194	4932.YPL066W
Q12202	4932.YLR054C
Q12221	4932.YPR042C
Q12226	4932.YLL063C
Q12247	4932.YLR068W
Q12251	4932.YPR011C
Q12252	4932.YOL084W
Q12272	4932.YOL102C
Q12276	4932.YOR227W
Q12282	4932.YOR214C
Q12288	4932.YLR126C
Q12291	4932.YLR063W
Q12314	4932.YOR021C
Q12340	4932.YOR172W
Q12350	4932.YPR061C
Q12354	4932.YLR118C
Q12358	4932.YLL057C
Q12367	4932.YLR137W
Q12368	4932.YDL098C
Q12374	4932.YPR155C
Q12393	4932.YLR091W
Q12407	4932.YDL199C
Q12412	4932.YOR161C
Q12424	4932.YDL206W
Q12428	4932.YPR002W
Q12436	4932.YLR130C
Q12454	4932.YDR067C
Q12467	4932.YPL168W
Q12480	4932.YPR004C
Q12489	4932.YDL012C
Q12500	4932.YLR114C
Q12504	4932.YDR257C
Q12512	4932.YOL154W
Q12515	4932.YDL173W
Q12516	4932.YDL133W
Q12672	4932.YPL079W
Q12690	4932.YDL082W
Q2V2P8	4932.YDR374W-A
Q2V2Q1	4932.YCL058W-A
Q3E6R5	4932.YDR381C-A
Q3E752	4932.YPR036W-A
Q3E764	4932.YLR262C-A
Q3E824	4932.YOR020W-A
Q3E828	4932.YJL127C-B
Q3E830	4932.YCR075W-A
Q6Q546	4932.YNR032C-A
Q6Q5K6	4932.YML058W-A
Q6Q5X2	4932.YDR034W-B
Q86ZR7	4932.YKL033W-A
Q8TGM6	4932.YLR154W-C
Q8TGN9	4932.YGR031C-A
Q99177	4932.YPR057W
Q99234	4932.YOR030W
Q99247	4932.YOL087C
Q99252	4932.YOR092W
Q99369	4932.YOR280C
Q99373	4932.YPL159C
A0A023PXH9	4932.YDR149C
A0A023PZA4	4932.YDR154C
A0A023PZI1	4932.YPR044C
A5Z2X5	4932.YPR010C-A
D6VPM8	4932.YAR023C
O13511	4932.YAL065C
O13512	4932.YAL064W-B
O13529	4932.YHR021W-A
O13543	4932.YLR294C
O13548	4932.YPR099C
O13549	4932.YLR261C
O13550	4932.YLR269C
O13554	4932.YLR322W
O13585	4932.YPR089W
O13587	4932.YPR096C
O43137	4932.YBR085C-A
O94084	4932.YLR338W
O94143	4932.YJL188C
P08521	4932.YOR302W
P08593	4932.YPR134W
P09937	4932.YOR313C
P0C261	4932.YML057C-A
P0C5B8	4932.YHL050W-A
P0CD97	4932.YER039C-A
P0CD98	4932.YLL053C
P0CE69	4932.YKR104W
P0CE86	4932.YOR394W
P0CE89	4932.YIL176C
P0CE91	4932.YLL064C
P0CE93	4932.YAL068C
P0CF18	4932.YMR085W
P0CF19	4932.YOL162W
P0CF20	4932.YOL163W
P0CL27	4932.YER190C-A
P0CL34	4932.YHR219C-A
P0CL37	4932.YDR545C-A
P0CL38	4932.YLR466C-A
P0CL42	4932.YIL177W-A
P0CX12	4932.YBR302C
P0CX18	4932.YAR066W
P0CX99	4932.YFL068W
P10356	4932.YER152C
P13130	4932.YHR139C
P22580	4932.YDR242W
P23060	4932.YCR019W
P23493	4932.YKL093W
P25355	4932.YCR054C
P25361	4932.YCR043C
P25362	4932.YCR020C
P25370	4932.YCL036W
P25565	4932.YCL002C
P25607	4932.YCR101C
P25608	4932.YCR102C
P25610	4932.YCR104W
P25612	4932.YCR107W
P25616	4932.YCR015C
P25631	4932.YCR051W
P25639	4932.YCR061W
P25654	4932.YCR090C
P28003	4932.YAL034C
P28626	4932.YMR151W
P29589	4932.YHR093W
P32047	4932.YNL074C
P32330	4932.YKL121W
P32385	4932.YLL046C
P32450	4932.YFL010W-A
P32460	4932.YIR030C
P32488	4932.YMR081C
P32564	4932.YGR049W
P32612	4932.YEL049W
P32618	4932.YEL043W
P32633	4932.YEL033W
P32792	4932.YHR017W
P33324	4932.YKL091C
P34224	4932.YBL059W
P34246	4932.YKL098W
P34251	4932.YKL107W
P35198	4932.YDR277C
P35719	4932.YKL142W
P35736	4932.YKL050C
P35994	4932.YKL224C
P35995	4932.YKL222C
P36025	4932.YOR062C
P36034	4932.YKL219W
P36066	4932.YKL133C
P36083	4932.YKL075C
P36085	4932.YKL072W
P36086	4932.YKL071W
P36103	4932.YKL023W
P36129	4932.YKR035C
P36134	4932.YKR041W
P36138	4932.YKR045C
P36151	4932.YKR070W
P36154	4932.YKR074W
P36155	4932.YKR075C
P37265	4932.YCR041W
P37293	4932.YGR147C
P38083	4932.YBR063C
P38150	4932.YBR284W
P38155	4932.YBR301W
P38177	4932.YBL086C
P38189	4932.YBL062W
P38191	4932.YBL049W
P38192	4932.YBL048W
P38195	4932.YBL043W
P38202	4932.YBL028C
P38213	4932.YBR007C
P38231	4932.YBR047W
P38239	4932.YBR062C
P38243	4932.YBR071W
P38246	4932.YBR076W
P38256	4932.YBR096W
P38267	4932.YBR113W
P38268	4932.YBR116C
P38276	4932.YBR137W
P38277	4932.YBR138C
P38280	4932.YBR148W
P38284	4932.YBR157C
P38290	4932.YBR165W
P38292	4932.YBR168W
P38306	4932.YBR197C
P38308	4932.YBR203W
P38318	4932.YBR220C
P38346	4932.YBR270C
P38354	4932.YBR285W
P38355	4932.YBR287W
P38374	4932.YBR162W-A
P38430	4932.YMR262W
P38635	4932.YFR025C
P38690	4932.YHR033W
P38709	4932.YHL012W
P38716	4932.YHR112C
P38721	4932.YHL050C
P38723	4932.YHL048W
P38725	4932.YHL046C
P38726	4932.YHL045W
P38728	4932.YHL043W
P38740	4932.YHL026C
P38744	4932.YHL018W
P38747	4932.YHL013C
P38763	4932.YHR022C
P38832	4932.YHR126C
P38833	4932.YHR127W
P38835	4932.YHR131C
P38841	4932.YHR138C
P38842	4932.YHR140W
P38867	4932.YHR177W
P38893	4932.YHR210C
P39523	4932.YMR124W
P39529	4932.YJL206C
P39542	4932.YJL193W
P39549	4932.YAR029W
P39557	4932.YAR047C
P39721	4932.YAL049C
P39931	4932.YLR250W
P39945	4932.YER101C
P39975	4932.YEL072W
P39991	4932.YEL025C
P39996	4932.YEL017W
P40008	4932.YER004W
P40022	4932.YER034W
P40042	4932.YER066W
P40052	4932.YER079W
P40053	4932.YER080W
P40057	4932.YER084W
P40076	4932.YER121W
P40093	4932.YER156C
P40098	4932.YER182W
P40157	4932.YNL212W
P40159	4932.YNL208W
P40168	4932.YNL195C
P40206	4932.YMR132C
P40209	4932.YMR136W
P40326	4932.YGR269W
P40361	4932.YJL070C
P40364	4932.YJL066C
P40446	4932.YIL165C
P40447	4932.YIL164C
P40449	4932.YIL161W
P40456	4932.YIL151C
P40470	4932.YIL127C
P40476	4932.YIL117C
P40497	4932.YIL092W
P40500	4932.YIL089W
P40502	4932.YIL087C
P40508	4932.YIL077C
P40514	4932.YIL067C
P40524	4932.YIL054W
P40534	4932.YIL037C
P40560	4932.YIL001W
P40569	4932.YIR013C
P40579	4932.YIR035C
P40585	4932.YIR041W
P40892	4932.YJL218W
P40893	4932.YJL217W
P40962	4932.YOR077W
P42840	4932.YNL320W
P42884	4932.YNL331C
P42933	4932.YMR191W
P42936	4932.YGR201C
P42942	4932.YGR210C
P42946	4932.YJL108C
P42947	4932.YJL107C
P43537	4932.YFL067W
P43542	4932.YFL062W
P43552	4932.YFL051C
P43575	4932.YFL020C
P43590	4932.YFR006W
P43595	4932.YFR012W
P43600	4932.YFR020W
P43604	4932.YFR026C
P43617	4932.YFR045W
P43624	4932.YFR056C
P46679	4932.YMR053C
P46949	4932.YGR196C
P46991	4932.YJL175W
P46996	4932.YJL163C
P46998	4932.YJL161W
P47009	4932.YJL144W
P47010	4932.YJL142C
P47014	4932.YJL132W
P47020	4932.YJL120W
P47034	4932.YJL077C
P47044	4932.YJL055W
P47065	4932.YJL023C
P47072	4932.YJL016W
P47087	4932.YJR012C
P47090	4932.YJR015W
P47101	4932.YJR030C
P47115	4932.YJR056C
P47129	4932.YJR083C
P47131	4932.YJR085C
P47139	4932.YJR098C
P47144	4932.YJR106W
P47145	4932.YJR107W
P47146	4932.YJR108W
P47157	4932.YJR120W
P47159	4932.YJR124C
P47173	4932.YJR142W
P47174	4932.YJR146W
P47181	4932.YJR154W
P47182	4932.YJR155W
P48235	4932.YGR146C
P48569	4932.YDL183C
P50084	4932.YGR230W
P50088	4932.YGR236C
P50263	4932.YMR175W
P50943	4932.YNL105W
P53009	4932.YGL083W
P53050	4932.YGR249W
P53053	4932.YGL263W
P53057	4932.YGL259W
P53066	4932.YGL242C
P53074	4932.YGL230C
P53077	4932.YGL226W
P53078	4932.YGL224C
P53081	4932.YGL221C
P53087	4932.YGL214W
P53117	4932.YGL146C
P53120	4932.YGL140C
P53134	4932.YGL114W
P53171	4932.YGL057C
P53194	4932.YGL007W
P53209	4932.YGR016W
P53210	4932.YGR017W
P53212	4932.YGR021W
P53217	4932.YGR026W
P53227	4932.YGR042W
P53243	4932.YGR067C
P53265	4932.YGR111W
