From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YER070W	P21524	RIR1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoside-diphosphate reductase complex [GO:0005971]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]	GO:0000166; GO:0004748; GO:0005524; GO:0005634; GO:0005737; GO:0005971; GO:0009263; GO:0042802
4932.YOR341W	P10964	RPA1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mitochondrial single subunit type RNA polymerase activity [GO:0001065]; plastid single subunit type RNA polymerase activity [GO:0001066]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; ribosome biogenesis [GO:0042254]; termination of RNA polymerase I transcription [GO:0006363]; transcription by RNA polymerase I [GO:0006360]; transcription elongation by RNA polymerase I [GO:0006362]; transcription initiation at RNA polymerase I promoter [GO:0006361]	GO:0001054; GO:0001055; GO:0001056; GO:0001057; GO:0001058; GO:0001065; GO:0001066; GO:0003677; GO:0005634; GO:0005730; GO:0005736; GO:0005739; GO:0006360; GO:0006361; GO:0006362; GO:0006363; GO:0042254; GO:0042790; GO:0046872; GO:1990841
4932.YJL050W	P47047	MTR4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	nucleolus [GO:0005730]; nucleus [GO:0005634]; TRAMP complex [GO:0031499]; 3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; mRNA binding [GO:0003729]; oxidoreductase activity [GO:0016491]; poly(A) binding [GO:0008143]; RNA helicase activity [GO:0003724]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; maturation of 5.8S rRNA [GO:0000460]; mRNA processing [GO:0006397]; nuclear mRNA surveillance [GO:0071028]; nuclear mRNA surveillance of mRNA 3'-end processing [GO:0071031]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; RNA catabolic process [GO:0006401]; RNA fragment catabolic process [GO:0000292]; rRNA catabolic process [GO:0016075]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	GO:0000292; GO:0000460; GO:0000467; GO:0003724; GO:0003729; GO:0005524; GO:0005634; GO:0005730; GO:0006397; GO:0006401; GO:0008143; GO:0016075; GO:0016491; GO:0016887; GO:0031499; GO:0034458; GO:0034475; GO:0034476; GO:0071028; GO:0071031; GO:0071035; GO:0071038; GO:0071042; GO:0071051
4932.YDR135C	P39109	YCFI_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; membrane raft [GO:0045121]; ABC-type cadmium transporter activity [GO:0015434]; ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; bilirubin transmembrane transporter activity [GO:0015127]; P-type cadmium transporter activity [GO:0008551]; bilirubin transport [GO:0015723]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]; response to cadmium ion [GO:0046686]; response to metal ion [GO:0010038]; transmembrane transport [GO:0055085]; vacuole fusion, non-autophagic [GO:0042144]	GO:0000324; GO:0000329; GO:0005524; GO:0006749; GO:0008551; GO:0010038; GO:0015127; GO:0015431; GO:0015434; GO:0015723; GO:0016020; GO:0016887; GO:0042144; GO:0042626; GO:0045121; GO:0045454; GO:0046686; GO:0055085
4932.YKL210W	P22515	UBA1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ubiquitin activating enzyme activity [GO:0004839]; DNA damage response [GO:0006974]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0016567
4932.YNL088W	P06786	TOP2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DNA replication termination region [GO:0097047]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; chromatin organization [GO:0006325]; chromatin remodeling at centromere [GO:0031055]; DNA strand elongation involved in DNA replication [GO:0006271]; DNA topological change [GO:0006265]; reciprocal meiotic recombination [GO:0007131]; regulation of mitotic recombination [GO:0000019]; replication fork progression beyond termination site [GO:0097046]; resolution of meiotic recombination intermediates [GO:0000712]; rRNA transcription [GO:0009303]; sister chromatid segregation [GO:0000819]; telomere maintenance via recombination [GO:0000722]	GO:0000019; GO:0000712; GO:0000722; GO:0000795; GO:0000819; GO:0003677; GO:0003918; GO:0005524; GO:0005634; GO:0005739; GO:0006265; GO:0006271; GO:0006325; GO:0007131; GO:0009303; GO:0031055; GO:0034335; GO:0042802; GO:0046872; GO:0097046; GO:0097047
4932.YGR204W	P07245	C1TC_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; folic acid-containing compound metabolic process [GO:0006760]; L-histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	GO:0000105; GO:0004329; GO:0004477; GO:0004488; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006164; GO:0006760; GO:0009086; GO:0009113; GO:0035999
4932.YLR304C	P19414	ACON_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; double-stranded DNA binding [GO:0003690]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; single-stranded DNA binding [GO:0003697]; mitochondrial genome maintenance [GO:0000002]; tricarboxylic acid cycle [GO:0006099]	GO:0000002; GO:0003690; GO:0003697; GO:0003729; GO:0003994; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0006099; GO:0042645; GO:0046872; GO:0051536; GO:0051539
4932.YBR084W	P09440	C1TM_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; folic acid biosynthetic process [GO:0046656]; nucleobase-containing compound metabolic process [GO:0006139]; tetrahydrofolate interconversion [GO:0035999]	GO:0004329; GO:0004477; GO:0004488; GO:0005524; GO:0005739; GO:0005829; GO:0006139; GO:0035999; GO:0046656
4932.YDL145C	P53622	COPA_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; ubiquitin binding [GO:0043130]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular mRNA localization [GO:0008298]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000139; GO:0005198; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0008298; GO:0030126; GO:0043130
4932.YGR218W	P30822	XPO1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; spindle pole body [GO:0005816]; nuclear export signal receptor activity [GO:0005049]; nuclear import signal receptor activity [GO:0061608]; small GTPase binding [GO:0031267]; U1 snRNA binding [GO:0030619]; U2 snRNA binding [GO:0030620]; U4 snRNA binding [GO:0030621]; U5 snRNA binding [GO:0030623]; U6 snRNA binding [GO:0017070]; mRNA export from nucleus [GO:0006406]; nuclear export [GO:0051168]; protein export from nucleus [GO:0006611]; protein localization to kinetochore [GO:0034501]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]; tRNA export from nucleus [GO:0006409]; tRNA re-export from nucleus [GO:0071528]	GO:0000055; GO:0000056; GO:0000776; GO:0005049; GO:0005634; GO:0005737; GO:0005816; GO:0006406; GO:0006409; GO:0006611; GO:0017070; GO:0030619; GO:0030620; GO:0030621; GO:0030623; GO:0031267; GO:0034501; GO:0048471; GO:0051168; GO:0061608; GO:0071528
4932.YMR189W	P49095	GCSP_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	glycine cleavage complex [GO:0005960]; mitochondrion [GO:0005739]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine catabolic process [GO:0006546]; glycine decarboxylation via glycine cleavage system [GO:0019464]; one-carbon metabolic process [GO:0006730]	GO:0004375; GO:0005739; GO:0005960; GO:0006546; GO:0006730; GO:0016594; GO:0019464; GO:0030170
4932.YGR094W	P07806	SYV_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; sequence-specific mRNA binding [GO:1990825]; valine-tRNA ligase activity [GO:0004832]; valyl-tRNA aminoacylation [GO:0006438]	GO:0002161; GO:0004832; GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0006438; GO:1990825
4932.YGL195W	P33892	GCN1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; mitochondrion [GO:0005739]; ATP-dependent protein binding [GO:0043008]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activator activity [GO:0043539]; ribosome binding [GO:0043022]; stalled ribosome sensor activity [GO:0170011]; translation initiation factor binding [GO:0031369]; cellular response to amino acid starvation [GO:0034198]; GCN2-mediated signaling [GO:0140469]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of translational initiation in response to starvation [GO:0071264]; regulation of cytoplasmic translational initiation in response to stress [GO:1990611]; regulation of translation [GO:0006417]; regulation of translational elongation [GO:0006448]; rescue of stalled ribosome [GO:0072344]	GO:0001934; GO:0005739; GO:0005829; GO:0006417; GO:0006448; GO:0019887; GO:0019901; GO:0022626; GO:0031369; GO:0033674; GO:0034198; GO:0043008; GO:0043022; GO:0043539; GO:0071264; GO:0072344; GO:0140469; GO:0170011; GO:1990611
4932.YDL102W	P15436	DPOD_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; delta DNA polymerase complex [GO:0043625]; replication fork [GO:0005657]; 3'-5'-DNA exonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; molecular adaptor activity [GO:0060090]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; base-excision repair, gap-filling [GO:0006287]; DNA metabolic process [GO:0006259]; DNA replication [GO:0006260]; DNA replication proofreading [GO:0045004]; DNA replication, removal of RNA primer [GO:0043137]; DNA-templated DNA replication [GO:0006261]; DNA-templated DNA replication maintenance of fidelity [GO:0045005]; double-strand break repair via nonhomologous end joining [GO:0006303]; nucleotide-excision repair, DNA gap filling [GO:0006297]; RNA-templated DNA biosynthetic process [GO:0006278]	GO:0000166; GO:0003677; GO:0003887; GO:0005657; GO:0005829; GO:0006259; GO:0006260; GO:0006261; GO:0006278; GO:0006287; GO:0006297; GO:0006303; GO:0008270; GO:0008296; GO:0043137; GO:0043625; GO:0045004; GO:0045005; GO:0051539; GO:0060090
4932.YAL026C	P39524	ATC3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	Cdc50p-Drs2p complex [GO:1990530]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylserine flippase activity [GO:0140346]; phosphatidylserine floppase activity [GO:0090556]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; phospholipid translocation [GO:0045332]; post-Golgi vesicle-mediated transport [GO:0006892]	GO:0000287; GO:0005524; GO:0005783; GO:0005802; GO:0005886; GO:0006892; GO:0006897; GO:0010008; GO:0016887; GO:0032456; GO:0045332; GO:0070273; GO:0090555; GO:0090556; GO:0140326; GO:0140345; GO:0140346; GO:1990530; GO:1990531
4932.YIL048W	P40527	ATC7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome [GO:0005770]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; lysophosphatidylserine flippase activity [GO:0180013]; magnesium ion binding [GO:0000287]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylserine flippase activity [GO:0140346]; phosphatidylserine floppase activity [GO:0090556]; endocytosis [GO:0006897]; phospholipid translocation [GO:0045332]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; trans-Golgi network membrane organization [GO:0098629]; vacuole organization [GO:0007033]	GO:0000139; GO:0000287; GO:0005524; GO:0005768; GO:0005770; GO:0005794; GO:0005802; GO:0005886; GO:0006890; GO:0006897; GO:0007033; GO:0010008; GO:0015031; GO:0016887; GO:0045332; GO:0090555; GO:0090556; GO:0098629; GO:0140326; GO:0140346; GO:0180013
4932.YAL005C	P10591	HSP71_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole membrane [GO:0000329]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transcription repressor complex [GO:0017053]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; heat shock protein binding [GO:0031072]; protein folding chaperone [GO:0044183]; tRNA binding [GO:0000049]; unfolded protein binding [GO:0051082]; cellular response to heat [GO:0034605]; chaperone cofactor-dependent protein refolding [GO:0051085]; clathrin coat disassembly [GO:0072318]; cytoplasmic translation [GO:0002181]; mitochondria-associated ubiquitin-dependent protein catabolic process [GO:0072671]; negative regulation of DNA-templated transcription [GO:0045892]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein folding [GO:0006457]; protein import into nucleus [GO:0006606]; protein polyubiquitination [GO:0000209]; protein refolding [GO:0042026]; protein targeting to mitochondrion [GO:0006626]; response to oxygen levels [GO:0070482]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; stress granule disassembly [GO:0035617]	GO:0000049; GO:0000209; GO:0000329; GO:0002181; GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0006606; GO:0006616; GO:0006626; GO:0009277; GO:0016887; GO:0017053; GO:0031072; GO:0034605; GO:0035617; GO:0042026; GO:0043161; GO:0044183; GO:0045892; GO:0051082; GO:0051085; GO:0070482; GO:0072318; GO:0072671; GO:0140662
4932.YLL024C	P10592	HSP72_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular vesicle [GO:1903561]; fungal-type cell wall [GO:0009277]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transcription repressor complex [GO:0017053]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; heat shock protein binding [GO:0031072]; protein folding chaperone [GO:0044183]; tRNA binding [GO:0000049]; unfolded protein binding [GO:0051082]; cellular response to starvation [GO:0009267]; chaperone cofactor-dependent protein refolding [GO:0051085]; negative regulation of DNA-templated transcription [GO:0045892]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein folding [GO:0006457]; protein refolding [GO:0042026]; response to oxygen levels [GO:0070482]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; tRNA import into nucleus [GO:0035719]	GO:0000049; GO:0000329; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006457; GO:0006616; GO:0009267; GO:0009277; GO:0016887; GO:0017053; GO:0031072; GO:0035719; GO:0042026; GO:0043161; GO:0044183; GO:0045892; GO:0051082; GO:0051085; GO:0070482; GO:0140662; GO:1903561
